Opponent,Self_winrate,Opponent_winrate,Self_Lane Kill Rate,Opponent_Lane Kill Rate,Self_KDA,Opponent_KDA,Self_Kill participation,Opponent_Kill participation,Self_Win rate,Opponent_Win rate,Self_Lane Win Rate,Opponent_Lane Win Rate,Self_Lane Pick Rate,Opponent_Lane Pick Rate,Self_Ban rate,Opponent_Ban rate
yasuo,,,,,,,,,,,,,,,,
yone,,,,,,,,,,,,,,,,
yorick,,,,,,,,,,,,,,,,
zac,,,,,,,,,,,,,,,,
zed,,,,,,,,,,,,,,,,
zeri,,,,,,,,,,,,,,,,
ziggs,,,,,,,,,,,,,,,,
zilean,45.57%,54.43%,63.04%,36.96%,4.62 : 1,3.43 : 1,62.76%,58.89%,45.57%,54.43%,49.81%,52.29%,7.15%,3.11%,13.03%,1.40%
zoe,50.34%,49.66%,58.94%,41.06%,4.35 : 1,2.59 : 1,62.87%,53.16%,50.34%,49.66%,49.81%,49.32%,7.15%,0.83%,13.03%,7.63%
zyra,54.95%,45.05%,66.20%,33.80%,5.16 : 1,2.08 : 1,63.26%,49.75%,54.95%,45.05%,49.81%,50.54%,7.15%,2.43%,13.03%,2.05%
