Opponent,Self_winrate,Opponent_winrate,Self_Lane Kill Rate,Opponent_Lane Kill Rate,Self_KDA,Opponent_KDA,Self_Kill participation,Opponent_Kill participation,Self_Win rate,Opponent_Win rate,Self_Lane Win Rate,Opponent_Lane Win Rate,Self_Lane Pick Rate,Opponent_Lane Pick Rate,Self_Ban rate,Opponent_Ban rate
wukong,47.81%,52.19%,44.52%,55.48%,2.72 : 1,3.42 : 1,55.89%,59.30%,47.81%,52.19%,49.75%,52.13%,2.76%,13.47%,0.40%,3.08%
xayah,,,,,,,,,,,,,,,,
xerath,50.44%,49.56%,49.80%,50.20%,2.66 : 1,2.61 : 1,54.09%,51.88%,50.44%,49.56%,49.75%,49.75%,2.76%,3.07%,0.40%,5.00%
xinzhao,,,,,,,,,,,,,,,,
yasuo,,,,,,,,,,,,,,,,
yone,,,,,,,,,,,,,,,,
yorick,,,,,,,,,,,,,,,,
yuumi,44.50%,55.50%,37.00%,63.00%,2.53 : 1,5.04 : 1,55.89%,63.99%,44.50%,55.50%,49.75%,49.83%,2.76%,7.17%,0.40%,13.11%
zac,,,,,,,,,,,,,,,,
zed,,,,,,,,,,,,,,,,
zeri,,,,,,,,,,,,,,,,
ziggs,,,,,,,,,,,,,,,,
zilean,46.41%,53.59%,50.25%,49.75%,2.75 : 1,3.42 : 1,55.38%,57.46%,46.41%,53.59%,49.75%,52.31%,2.76%,3.11%,0.40%,1.40%
zoe,50.00%,50.00%,50.44%,49.56%,2.53 : 1,2.40 : 1,54.80%,51.91%,50.00%,50.00%,49.75%,49.16%,2.76%,0.83%,0.40%,7.71%
zyra,45.18%,54.82%,50.55%,49.45%,2.62 : 1,2.32 : 1,53.31%,47.10%,45.18%,54.82%,49.75%,50.56%,2.76%,2.42%,0.40%,2.03%
