Opponent,Self_winrate,Opponent_winrate,Self_KDA,Opponent_KDA,Self_Kill participation,Opponent_Kill participation,Self_Damage dealt to champions,Opponent_Damage dealt to champions,Self_Win rate,Opponent_Win rate,Self_Lane Win Rate,Opponent_Lane Win Rate,Self_Lane Pick Rate,Opponent_Lane Pick Rate,Self_Ban rate,Opponent_Ban rate
jarvaniv,47.51%,52.49%,2.90 : 1,3.32 : 1,56.31%,62.51%,"20,614","17,198",47.51%,52.49%,49.93%,51.86%,4.73%,7.16%,2.35%,3.05%
jax,49.12%,50.88%,3.16 : 1,2.43 : 1,57.14%,47.39%,"21,043","19,335",49.12%,50.88%,49.93%,51.21%,4.73%,1.59%,2.35%,8.63%
jayce,,,,,,,,,,,,,,,,
jhin,,,,,,,,,,,,,,,,
jinx,,,,,,,,,,,,,,,,
kaisa,,,,,,,,,,,,,,,,
kalista,,,,,,,,,,,,,,,,
karma,,,,,,,,,,,,,,,,
karthus,49.79%,50.21%,3.08 : 1,2.33 : 1,54.10%,56.67%,"19,964","29,530",49.79%,50.21%,49.93%,50.09%,4.73%,1.78%,2.35%,2.50%
kassadin,,,,,,,,,,,,,,,,
katarina,,,,,,,,,,,,,,,,
kayle,,,,,,,,,,,,,,,,
kayn,50.83%,49.17%,3.13 : 1,2.27 : 1,55.43%,50.28%,"22,143","21,612",50.83%,49.17%,49.93%,50.45%,4.73%,7.03%,2.35%,7.75%
kennen,,,,,,,,,,,,,,,,
khazix,49.85%,50.15%,2.85 : 1,2.58 : 1,54.67%,50.21%,"20,305","20,962",49.85%,50.15%,49.93%,51.18%,4.73%,7.34%,2.35%,5.62%
kindred,50.75%,49.25%,3.16 : 1,2.30 : 1,56.52%,52.90%,"20,063","22,108",50.75%,49.25%,49.93%,50.65%,4.73%,3.62%,2.35%,4.02%
kled,,,,,,,,,,,,,,,,
kogmaw,,,,,,,,,,,,,,,,
ksante,,,,,,,,,,,,,,,,
leblanc,,,,,,,,,,,,,,,,
leesin,46.70%,53.30%,2.99 : 1,3.01 : 1,57.92%,56.15%,"19,839","18,220",46.70%,53.30%,49.93%,50.86%,4.73%,16.45%,2.35%,20.25%
leona,,,,,,,,,,,,,,,,
lillia,49.43%,50.57%,2.92 : 1,3.05 : 1,55.38%,52.85%,"20,938","22,380",49.43%,50.57%,49.93%,49.37%,4.73%,3.14%,2.35%,2.79%
lissandra,,,,,,,,,,,,,,,,
lucian,,,,,,,,,,,,,,,,
lulu,,,,,,,,,,,,,,,,
lux,,,,,,,,,,,,,,,,
malphite,,,,,,,,,,,,,,,,
malzahar,,,,,,,,,,,,,,,,
maokai,,,,,,,,,,,,,,,,
milio,,,,,,,,,,,,,,,,
missfortune,,,,,,,,,,,,,,,,
mordekaiser,,,,,,,,,,,,,,,,
morgana,,,,,,,,,,,,,,,,
naafiri,44.98%,55.02%,2.68 : 1,3.43 : 1,54.04%,53.55%,"17,468","19,897",44.98%,55.02%,49.93%,50.15%,4.73%,3.62%,2.35%,13.60%
nami,,,,,,,,,,,,,,,,
nasus,,,,,,,,,,,,,,,,
nautilus,,,,,,,,,,,,,,,,
neeko,,,,,,,,,,,,,,,,
nilah,,,,,,,,,,,,,,,,
nocturne,46.52%,53.48%,2.96 : 1,2.83 : 1,56.51%,52.56%,"20,485","18,129",46.52%,53.48%,49.93%,51.73%,4.73%,6.48%,2.35%,12.23%
nunu,45.13%,54.87%,3.21 : 1,2.87 : 1,58.60%,56.85%,"23,099","16,167",45.13%,54.87%,49.93%,51.50%,4.73%,2.42%,2.35%,0.65%
olaf,,,,,,,,,,,,,,,,
orianna,,,,,,,,,,,,,,,,
ornn,,,,,,,,,,,,,,,,
pantheon,50.11%,49.89%,3.27 : 1,2.90 : 1,58.23%,55.05%,"21,399","19,492",50.11%,49.89%,49.93%,51.07%,4.73%,7.00%,2.35%,10.87%
poppy,55.14%,44.86%,3.44 : 1,2.34 : 1,55.38%,49.14%,"19,931","15,733",55.14%,44.86%,49.93%,51.15%,4.73%,1.16%,2.35%,6.51%
pyke,,,,,,,,,,,,,,,,
qiyana,44.19%,55.81%,2.98 : 1,2.60 : 1,57.77%,53.19%,"20,557","21,204",44.19%,55.81%,49.93%,49.25%,4.73%,0.71%,2.35%,0.93%
quinn,,,,,,,,,,,,,,,,
rakan,,,,,,,,,,,,,,,,
rammus,46.15%,53.85%,2.93 : 1,3.13 : 1,56.93%,54.07%,"21,360","14,424",46.15%,53.85%,49.93%,51.96%,4.73%,1.51%,2.35%,2.79%
reksai,46.09%,53.91%,3.02 : 1,3.20 : 1,58.88%,56.78%,"20,922","17,941",46.09%,53.91%,49.93%,52.00%,4.73%,1.18%,2.35%,0.38%
rell,,,,,,,,,,,,,,,,
renata,,,,,,,,,,,,,,,,
renekton,,,,,,,,,,,,,,,,
rengar,51.78%,48.22%,2.90 : 1,2.29 : 1,55.52%,51.00%,"19,963","21,240",51.78%,48.22%,49.93%,49.98%,4.73%,3.35%,2.35%,5.09%
riven,,,,,,,,,,,,,,,,
rumble,,,,,,,,,,,,,,,,
ryze,,,,,,,,,,,,,,,,
samira,,,,,,,,,,,,,,,,
sejuani,45.88%,54.12%,2.94 : 1,3.16 : 1,58.01%,52.83%,"21,742","15,880",45.88%,54.12%,49.93%,48.28%,4.73%,1.72%,2.35%,0.28%
senna,,,,,,,,,,,,,,,,
seraphine,,,,,,,,,,,,,,,,
sett,,,,,,,,,,,,,,,,
shaco,49.82%,50.18%,2.78 : 1,2.74 : 1,55.38%,51.73%,"21,472","19,464",49.82%,50.18%,49.93%,51.32%,4.73%,4.81%,2.35%,26.46%
shen,,,,,,,,,,,,,,,,
shyvana,51.35%,48.65%,3.02 : 1,2.27 : 1,50.92%,43.29%,"19,059","18,812",51.35%,48.65%,49.93%,49.08%,4.73%,1.37%,2.35%,0.24%
singed,,,,,,,,,,,,,,,,
sion,,,,,,,,,,,,,,,,
sivir,,,,,,,,,,,,,,,,
skarner,51.52%,48.48%,3.11 : 1,3.16 : 1,54.62%,55.24%,"22,184","17,062",51.52%,48.48%,49.93%,45.50%,4.73%,0.64%,2.35%,0.49%
smolder,,,,,,,,,,,,,,,,
sona,,,,,,,,,,,,,,,,
soraka,,,,,,,,,,,,,,,,
swain,,,,,,,,,,,,,,,,
sylas,,,,,,,,,,,,,,,,
syndra,,,,,,,,,,,,,,,,
tahmkench,,,,,,,,,,,,,,,,
taliyah,47.62%,52.38%,3.34 : 1,2.78 : 1,57.07%,55.96%,"19,938","22,962",47.62%,52.38%,49.93%,50.66%,4.73%,0.69%,2.35%,0.66%
talon,46.89%,53.11%,2.86 : 1,2.62 : 1,54.96%,51.77%,"19,761","20,853",46.89%,53.11%,49.93%,50.28%,4.73%,4.18%,2.35%,7.92%
taric,,,,,,,,,,,,,,,,
teemo,,,,,,,,,,,,,,,,
thresh,,,,,,,,,,,,,,,,
tristana,,,,,,,,,,,,,,,,
trundle,47.90%,52.10%,3.16 : 1,2.86 : 1,57.03%,52.57%,"22,143","17,151",47.90%,52.10%,49.93%,52.43%,4.73%,4.12%,2.35%,2.36%
tryndamere,,,,,,,,,,,,,,,,
twistedfate,,,,,,,,,,,,,,,,
twitch,,,,,,,,,,,,,,,,
udyr,50.00%,50.00%,2.99 : 1,2.72 : 1,55.51%,50.18%,"19,654","17,903",50.00%,50.00%,49.93%,51.00%,4.73%,2.53%,2.35%,2.82%
urgot,,,,,,,,,,,,,,,,
varus,,,,,,,,,,,,,,,,
vayne,,,,,,,,,,,,,,,,
veigar,,,,,,,,,,,,,,,,
velkoz,,,,,,,,,,,,,,,,
vex,,,,,,,,,,,,,,,,
vi,52.74%,47.26%,3.21 : 1,2.41 : 1,57.05%,50.10%,"20,632","15,914",52.74%,47.26%,49.93%,48.37%,4.73%,4.68%,2.35%,2.17%
viego,52.13%,47.87%,3.32 : 1,2.49 : 1,57.10%,50.56%,"20,186","16,750",52.13%,47.87%,49.93%,49.31%,4.73%,14.10%,2.35%,11.00%
viktor,,,,,,,,,,,,,,,,
vladimir,,,,,,,,,,,,,,,,
volibear,46.88%,53.12%,3.03 : 1,2.54 : 1,56.36%,49.35%,"21,768","18,236",46.88%,53.12%,49.93%,52.19%,4.73%,3.85%,2.35%,4.47%
warwick,44.65%,55.35%,3.00 : 1,2.48 : 1,57.48%,53.08%,"21,891","17,329",44.65%,55.35%,49.93%,52.97%,4.73%,3.27%,2.35%,4.80%
wukong,46.70%,53.30%,2.99 : 1,3.01 : 1,57.92%,56.15%,"19,839","18,220",46.70%,53.30%,49.93%,50.86%,4.73%,16.45%,2.35%,20.25%
xayah,,,,,,,,,,,,,,,,
xerath,,,,,,,,,,,,,,,,
xinzhao,49.52%,50.48%,3.33 : 1,2.46 : 1,58.57%,53.08%,"20,410","18,269",49.52%,50.48%,49.93%,50.93%,4.73%,6.08%,2.35%,4.19%
yasuo,,,,,,,,,,,,,,,,
yone,,,,,,,,,,,,,,,,
yorick,,,,,,,,,,,,,,,,
yuumi,,,,,,,,,,,,,,,,
zac,46.43%,53.57%,3.09 : 1,3.28 : 1,57.40%,55.52%,"22,440","17,596",46.43%,53.57%,49.93%,50.42%,4.73%,3.14%,2.35%,2.15%
zed,54.97%,45.03%,3.33 : 1,2.46 : 1,55.73%,51.06%,"21,013","20,511",54.97%,45.03%,49.93%,47.71%,4.73%,6.83%,2.35%,28.49%
zeri,,,,,,,,,,,,,,,,
ziggs,,,,,,,,,,,,,,,,
zilean,,,,,,,,,,,,,,,,
zoe,,,,,,,,,,,,,,,,
zyra,50.00%,50.00%,3.30 : 1,3.30 : 1,57.69%,56.21%,"21,265","25,387",50.00%,50.00%,49.93%,49.47%,4.73%,0.79%,2.35%,1.72%
