Opponent,Self_winrate,Opponent_winrate,Self_Lane Kill Rate,Opponent_Lane Kill Rate,Self_KDA,Opponent_KDA,Self_Kill participation,Opponent_Kill participation,Self_Win rate,Opponent_Win rate,Self_Lane Win Rate,Opponent_Lane Win Rate,Self_Lane Pick Rate,Opponent_Lane Pick Rate,Self_Ban rate,Opponent_Ban rate
wukong,49.34%,50.66%,41.59%,58.41%,2.21 : 1,3.42 : 1,48.45%,58.55%,49.34%,50.66%,50.54%,52.10%,2.43%,13.57%,2.05%,3.12%
xayah,,,,,,,,,,,,,,,,
xerath,54.27%,45.73%,45.56%,54.44%,2.02 : 1,2.58 : 1,44.08%,51.01%,54.27%,45.73%,50.52%,49.79%,2.43%,3.05%,2.05%,4.97%
xinzhao,,,,,,,,,,,,,,,,
yasuo,,,,,,,,,,,,,,,,
yone,,,,,,,,,,,,,,,,
yorick,,,,,,,,,,,,,,,,
yuumi,44.94%,55.06%,33.77%,66.23%,2.08 : 1,5.18 : 1,49.77%,63.30%,44.94%,55.06%,50.52%,49.81%,2.43%,7.15%,2.05%,13.03%
zac,,,,,,,,,,,,,,,,
zed,,,,,,,,,,,,,,,,
zeri,,,,,,,,,,,,,,,,
ziggs,,,,,,,,,,,,,,,,
zilean,46.22%,53.78%,49.07%,50.93%,2.19 : 1,3.41 : 1,47.24%,56.02%,46.22%,53.78%,50.52%,52.28%,2.43%,3.12%,2.05%,1.40%
zoe,62.16%,37.84%,48.99%,51.01%,2.18 : 1,1.92 : 1,43.60%,48.23%,62.16%,37.84%,50.52%,49.27%,2.43%,0.83%,2.05%,7.63%
