Opponent,Self_winrate,Opponent_winrate,Self_Lane Kill Rate,Opponent_Lane Kill Rate,Self_KDA,Opponent_KDA,Self_Kill participation,Opponent_Kill participation,Self_Damage dealt to champions,Opponent_Damage dealt to champions,Self_First tower kill,Opponent_First tower kill,Self_Win rate,Opponent_Win rate,Self_Lane Win Rate,Opponent_Lane Win Rate,Self_Lane Pick Rate,Opponent_Lane Pick Rate,Self_Ban rate,Opponent_Ban rate
renekton,55.15%,44.85%,44.76%,55.24%,1.96 : 1,1.88 : 1,43.18%,36.25%,"28,594","17,106","18'14""","16'8""",55.15%,44.85%,53.47%,50.45%,1.87%,6.81%,1.85%,5.73%
rengar,,,,,,,,,,,,,,,,,,,,
riven,62.45%,37.55%,46.04%,53.96%,2.00 : 1,1.64 : 1,44.42%,37.45%,"25,759","17,805","17'26""","15'59""",62.45%,37.55%,53.47%,52.23%,1.87%,4.78%,1.85%,3.79%
rumble,56.52%,43.48%,50.71%,49.29%,2.04 : 1,1.87 : 1,45.19%,39.39%,"25,971","23,836","18'20""","16'36""",56.52%,43.48%,53.47%,48.17%,1.87%,1.58%,1.85%,0.58%
ryze,56.58%,43.42%,53.36%,46.64%,2.55 : 1,1.68 : 1,47.82%,36.51%,"25,623","21,032","18'53""","15'40""",56.58%,43.42%,53.47%,50.60%,1.87%,1.10%,1.85%,0.63%
samira,,,,,,,,,,,,,,,,,,,,
sejuani,,,,,,,,,,,,,,,,,,,,
senna,,,,,,,,,,,,,,,,,,,,
seraphine,,,,,,,,,,,,,,,,,,,,
sett,54.85%,45.15%,45.51%,54.49%,2.14 : 1,1.65 : 1,44.64%,34.95%,"30,477","20,726","18'35""","15'32""",54.85%,45.15%,53.47%,52.65%,1.87%,7.22%,1.85%,4.80%
shaco,,,,,,,,,,,,,,,,,,,,
shen,46.84%,53.16%,39.00%,61.00%,1.71 : 1,3.20 : 1,40.47%,45.34%,"24,327","15,337","17'4""","18'38""",46.84%,53.16%,53.47%,51.64%,1.87%,5.08%,1.85%,3.71%
shyvana,,,,,,,,,,,,,,,,,,,,
singed,59.55%,40.45%,58.94%,41.06%,2.31 : 1,1.71 : 1,45.53%,39.05%,"27,360","17,833","18'12""","16'15""",59.55%,40.45%,53.47%,51.73%,1.87%,1.71%,1.85%,0.41%
sion,50.24%,49.76%,51.36%,48.64%,2.07 : 1,2.02 : 1,43.41%,37.69%,"29,000","18,994","19'42""","14'36""",50.24%,49.76%,53.47%,50.25%,1.87%,4.57%,1.85%,0.95%
sivir,,,,,,,,,,,,,,,,,,,,
skarner,,,,,,,,,,,,,,,,,,,,
smolder,,,,,,,,,,,,,,,,,,,,
sona,,,,,,,,,,,,,,,,,,,,
soraka,,,,,,,,,,,,,,,,,,,,
swain,,,,,,,,,,,,,,,,,,,,
sylas,55.81%,44.19%,53.72%,46.28%,2.29 : 1,1.57 : 1,45.64%,40.93%,"25,456","18,014","17'56""","16'56""",55.81%,44.19%,53.47%,48.72%,1.87%,1.67%,1.85%,9.66%
syndra,,,,,,,,,,,,,,,,,,,,
tahmkench,48.65%,51.35%,35.43%,64.57%,1.91 : 1,2.50 : 1,43.22%,40.79%,"24,936","18,406","18'46""","15'20""",48.65%,51.35%,53.47%,51.14%,1.87%,0.79%,1.85%,0.89%
taliyah,,,,,,,,,,,,,,,,,,,,
talon,,,,,,,,,,,,,,,,,,,,
taric,,,,,,,,,,,,,,,,,,,,
