Opponent,Self_winrate,Opponent_winrate,Self_Lane Kill Rate,Opponent_Lane Kill Rate,Self_KDA,Opponent_KDA,Self_Kill participation,Opponent_Kill participation,Self_Damage dealt to champions,Opponent_Damage dealt to champions,Self_First tower kill,Opponent_First tower kill,Self_Win rate,Opponent_Win rate,Self_Lane Win Rate,Opponent_Lane Win Rate,Self_Lane Pick Rate,Opponent_Lane Pick Rate,Self_Ban rate,Opponent_Ban rate
rammus,,,,,,,,,,,,,,,,,,,,
reksai,,,,,,,,,,,,,,,,,,,,
rell,,,,,,,,,,,,,,,,,,,,
renata,,,,,,,,,,,,,,,,,,,,
renekton,47.76%,52.24%,43.82%,56.18%,1.75 : 1,2.05 : 1,37.70%,36.93%,"23,083","27,079","17'15""","17'5""",47.76%,52.24%,50.25%,50.45%,4.57%,6.81%,0.95%,5.73%
rengar,,,,,,,,,,,,,,,,,,,,
riven,44.64%,55.36%,41.96%,58.04%,1.63 : 1,2.23 : 1,36.39%,38.67%,"18,920","26,719","16'25""","17'33""",44.64%,55.36%,50.25%,52.23%,4.57%,4.78%,0.95%,3.79%
rumble,54.85%,45.15%,47.43%,52.57%,1.93 : 1,2.10 : 1,40.01%,41.90%,"20,798","31,920","16'4""","18'17""",54.85%,45.15%,50.25%,48.17%,4.57%,1.58%,0.95%,0.58%
ryze,53.64%,46.36%,51.10%,48.90%,2.30 : 1,1.84 : 1,40.16%,35.62%,"21,790","28,148","16'8""","17'52""",53.64%,46.36%,50.25%,50.60%,4.57%,1.10%,0.95%,0.63%
samira,,,,,,,,,,,,,,,,,,,,
sejuani,,,,,,,,,,,,,,,,,,,,
senna,,,,,,,,,,,,,,,,,,,,
seraphine,,,,,,,,,,,,,,,,,,,,
sett,47.51%,52.49%,47.75%,52.25%,1.79 : 1,1.81 : 1,38.10%,37.45%,"24,264","30,032","16'29""","16'22""",47.51%,52.49%,50.25%,52.65%,4.57%,7.22%,0.95%,4.80%
shaco,,,,,,,,,,,,,,,,,,,,
shen,43.83%,56.17%,40.47%,59.53%,1.67 : 1,3.15 : 1,39.48%,47.43%,"23,510","26,512","15'17""","19'58""",43.83%,56.17%,50.25%,51.64%,4.57%,5.08%,0.95%,3.71%
shyvana,,,,,,,,,,,,,,,,,,,,
singed,44.62%,55.38%,44.77%,55.23%,1.94 : 1,2.56 : 1,37.73%,42.52%,"22,326","27,713","16'54""","18'20""",44.62%,55.38%,50.25%,51.73%,4.57%,1.71%,0.95%,0.41%
sivir,,,,,,,,,,,,,,,,,,,,
skarner,,,,,,,,,,,,,,,,,,,,
smolder,,,,,,,,,,,,,,,,,,,,
sona,,,,,,,,,,,,,,,,,,,,
soraka,,,,,,,,,,,,,,,,,,,,
swain,,,,,,,,,,,,,,,,,,,,
sylas,51.81%,48.19%,48.23%,51.77%,1.89 : 1,1.93 : 1,38.17%,40.55%,"22,627","24,739","16'7""","19'3""",51.81%,48.19%,50.25%,48.72%,4.57%,1.67%,0.95%,9.66%
syndra,,,,,,,,,,,,,,,,,,,,
tahmkench,57.14%,42.86%,35.37%,64.63%,1.71 : 1,2.33 : 1,36.90%,38.52%,"24,532","24,926","15'34""","17'15""",57.14%,42.86%,50.25%,51.14%,4.57%,0.79%,0.95%,0.89%
taliyah,,,,,,,,,,,,,,,,,,,,
talon,,,,,,,,,,,,,,,,,,,,
taric,,,,,,,,,,,,,,,,,,,,
teemo,51.42%,48.58%,50.38%,49.62%,2.04 : 1,1.81 : 1,38.18%,35.98%,"20,296","30,550","15'50""","18'22""",51.42%,48.58%,50.25%,51.48%,4.57%,2.63%,0.95%,3.96%
thresh,,,,,,,,,,,,,,,,,,,,
tristana,,,,,,,,,,,,,,,,,,,,
trundle,45.54%,54.46%,53.84%,46.16%,2.04 : 1,1.35 : 1,37.99%,31.90%,"22,615","24,733","15'51""","15'11""",45.54%,54.46%,50.25%,51.11%,4.57%,2.04%,0.95%,2.32%
tryndamere,43.20%,56.80%,44.25%,55.75%,1.95 : 1,1.77 : 1,37.42%,33.12%,"24,017","25,055","16'32""","15'35""",43.20%,56.80%,50.25%,50.50%,4.57%,2.11%,0.95%,1.67%
twistedfate,,,,,,,,,,,,,,,,,,,,
twitch,,,,,,,,,,,,,,,,,,,,
udyr,64.13%,35.87%,52.54%,47.46%,2.19 : 1,1.44 : 1,37.14%,32.63%,"20,683","24,671","16'6""","15'57""",64.13%,35.87%,50.25%,43.93%,4.57%,0.84%,0.95%,2.66%
urgot,50.63%,49.37%,47.62%,52.38%,1.83 : 1,2.04 : 1,39.81%,38.39%,"20,192","27,668","15'49""","17'47""",50.63%,49.37%,50.25%,52.70%,4.57%,2.76%,0.95%,0.87%
varus,55.96%,44.04%,48.60%,51.40%,1.86 : 1,1.61 : 1,41.23%,38.36%,"19,209","30,562","15'25""","16'35""",55.96%,44.04%,50.25%,49.25%,4.57%,0.85%,0.95%,1.59%
vayne,40.58%,59.42%,53.44%,46.56%,1.79 : 1,1.69 : 1,38.09%,35.34%,"16,915","29,084","16'7""","18'3""",40.58%,59.42%,50.25%,49.74%,4.57%,1.23%,0.95%,4.01%
veigar,,,,,,,,,,,,,,,,,,,,
velkoz,,,,,,,,,,,,,,,,,,,,
vex,,,,,,,,,,,,,,,,,,,,
vi,,,,,,,,,,,,,,,,,,,,
viego,,,,,,,,,,,,,,,,,,,,
viktor,,,,,,,,,,,,,,,,,,,,
vladimir,47.23%,52.77%,43.48%,56.52%,1.85 : 1,2.24 : 1,36.60%,36.35%,"24,672","29,846","15'42""","18'37""",47.23%,52.77%,50.25%,51.16%,4.57%,3.07%,0.95%,10.41%
volibear,49.19%,50.81%,49.06%,50.94%,1.91 : 1,1.70 : 1,37.37%,35.62%,"21,197","28,886","16'43""","16'48""",49.19%,50.81%,50.25%,49.80%,4.57%,2.77%,0.95%,4.45%
warwick,48.54%,51.46%,48.65%,51.35%,1.99 : 1,1.73 : 1,41.25%,38.67%,"23,268","25,197","16'9""","18'15""",48.54%,51.46%,50.25%,52.89%,4.57%,2.21%,0.95%,4.70%
wukong,48.67%,51.33%,42.00%,58.00%,1.80 : 1,2.09 : 1,37.63%,37.74%,"20,649","27,975","17'26""","17'11""",48.67%,51.33%,50.25%,49.88%,4.57%,10.04%,0.95%,12.28%
xayah,,,,,,,,,,,,,,,,,,,,
xerath,,,,,,,,,,,,,,,,,,,,
xinzhao,,,,,,,,,,,,,,,,,,,,
yasuo,47.90%,52.10%,53.43%,46.57%,2.08 : 1,1.49 : 1,39.46%,33.52%,"19,628","27,741","16'21""","17'30""",47.90%,52.10%,50.25%,50.06%,4.57%,2.94%,0.95%,19.71%
yone,46.32%,53.68%,50.74%,49.26%,1.94 : 1,1.66 : 1,37.86%,35.05%,"20,565","31,420","16'40""","17'20""",46.32%,53.68%,50.25%,47.49%,4.57%,3.96%,0.95%,4.76%
yorick,52.53%,47.47%,44.64%,55.36%,1.88 : 1,1.82 : 1,36.75%,31.84%,"22,380","29,628","16'47""","15'52""",52.53%,47.47%,50.25%,50.18%,4.57%,3.27%,0.95%,12.09%
yuumi,,,,,,,,,,,,,,,,,,,,
zac,57.46%,42.54%,39.69%,60.31%,1.79 : 1,2.64 : 1,35.88%,43.20%,"26,278","25,775","16'40""","17'35""",57.46%,42.54%,50.25%,52.52%,4.57%,0.94%,0.95%,1.96%
zed,,,,,,,,,,,,,,,,,,,,
zeri,,,,,,,,,,,,,,,,,,,,
ziggs,,,,,,,,,,,,,,,,,,,,
zilean,,,,,,,,,,,,,,,,,,,,
zoe,,,,,,,,,,,,,,,,,,,,
zyra,,,,,,,,,,,,,,,,,,,,
