Opponent,Self_winrate,Opponent_winrate,Self_KDA,Opponent_KDA,Self_Kill participation,Opponent_Kill participation,Self_Damage dealt to champions,Opponent_Damage dealt to champions,Self_Win rate,Opponent_Win rate,Self_Lane Win Rate,Opponent_Lane Win Rate,Self_Lane Pick Rate,Opponent_Lane Pick Rate,Self_Ban rate,Opponent_Ban rate
jarvaniv,50.40%,49.60%,2.85 : 1,3.55 : 1,57.41%,63.77%,"16,016","18,437",50.40%,49.60%,51.50%,51.86%,2.42%,7.16%,0.65%,3.05%
jax,57.89%,42.11%,3.15 : 1,2.45 : 1,55.70%,49.41%,"17,455","21,109",57.89%,42.11%,51.50%,51.21%,2.42%,1.59%,0.65%,8.63%
jayce,,,,,,,,,,,,,,,,
jhin,,,,,,,,,,,,,,,,
jinx,,,,,,,,,,,,,,,,
kaisa,,,,,,,,,,,,,,,,
kalista,,,,,,,,,,,,,,,,
karma,,,,,,,,,,,,,,,,
karthus,42.86%,57.14%,2.78 : 1,2.81 : 1,56.64%,58.86%,"16,714","34,650",42.86%,57.14%,51.50%,50.09%,2.42%,1.78%,0.65%,2.50%
kassadin,,,,,,,,,,,,,,,,
katarina,,,,,,,,,,,,,,,,
kayle,,,,,,,,,,,,,,,,
kayn,51.29%,48.71%,2.93 : 1,2.50 : 1,55.48%,51.45%,"16,203","22,245",51.29%,48.71%,51.50%,50.45%,2.42%,7.03%,0.65%,7.75%
kennen,,,,,,,,,,,,,,,,
khazix,46.44%,53.56%,2.76 : 1,2.99 : 1,57.30%,52.99%,"16,280","24,475",46.44%,53.56%,51.50%,51.18%,2.42%,7.34%,0.65%,5.62%
kindred,51.27%,48.73%,2.94 : 1,2.56 : 1,56.07%,54.62%,"15,082","23,976",51.27%,48.73%,51.50%,50.65%,2.42%,3.62%,0.65%,4.02%
kled,,,,,,,,,,,,,,,,
kogmaw,,,,,,,,,,,,,,,,
ksante,,,,,,,,,,,,,,,,
leblanc,,,,,,,,,,,,,,,,
leesin,52.49%,47.51%,2.77 : 1,3.20 : 1,58.47%,57.33%,"15,205","19,657",52.49%,47.51%,51.50%,50.86%,2.42%,16.45%,0.65%,20.25%
leona,,,,,,,,,,,,,,,,
lillia,48.88%,51.12%,2.98 : 1,3.06 : 1,58.47%,53.13%,"17,043","22,954",48.88%,51.12%,51.50%,49.37%,2.42%,3.14%,0.65%,2.79%
lissandra,,,,,,,,,,,,,,,,
