Opponent,Self_winrate,Opponent_winrate,Self_Lane Kill Rate,Opponent_Lane Kill Rate,Self_KDA,Opponent_KDA,Self_Kill participation,Opponent_Kill participation,Self_Win rate,Opponent_Win rate,Self_Lane Win Rate,Opponent_Lane Win Rate,Self_Lane Pick Rate,Opponent_Lane Pick Rate,Self_Ban rate,Opponent_Ban rate
wukong,50.72%,49.28%,48.87%,51.13%,2.43 : 1,2.59 : 1,52.79%,56.68%,50.72%,49.28%,51.85%,51.08%,2.96%,6.23%,6.73%,2.63%
xayah,,,,,,,,,,,,,,,,
xerath,51.43%,48.57%,46.81%,53.19%,2.21 : 1,2.49 : 1,48.41%,51.62%,51.43%,48.57%,51.85%,49.77%,2.96%,3.07%,6.73%,5.01%
xinzhao,,,,,,,,,,,,,,,,
yasuo,,,,,,,,,,,,,,,,
yone,,,,,,,,,,,,,,,,
yorick,,,,,,,,,,,,,,,,
yuumi,55.32%,44.68%,39.21%,60.79%,2.71 : 1,4.23 : 1,54.69%,64.98%,55.32%,44.68%,51.85%,49.84%,2.96%,7.17%,6.73%,13.13%
zac,,,,,,,,,,,,,,,,
zed,,,,,,,,,,,,,,,,
zeri,,,,,,,,,,,,,,,,
ziggs,,,,,,,,,,,,,,,,
zilean,51.79%,48.21%,41.98%,58.02%,2.19 : 1,3.31 : 1,48.70%,59.24%,51.79%,48.21%,51.85%,52.30%,2.96%,3.11%,6.73%,1.40%
zoe,56.60%,43.40%,35.75%,64.25%,2.20 : 1,2.76 : 1,46.91%,53.69%,56.60%,43.40%,51.85%,49.20%,2.96%,0.83%,6.73%,7.74%
zyra,53.21%,46.79%,48.45%,51.55%,2.38 : 1,2.35 : 1,48.83%,51.94%,53.21%,46.79%,51.85%,50.64%,2.96%,2.42%,6.73%,2.03%
