Opponent,Self_winrate,Opponent_winrate,Self_Lane Kill Rate,Opponent_Lane Kill Rate,Self_KDA,Opponent_KDA,Self_Kill participation,Opponent_Kill participation,Self_Damage dealt to champions,Opponent_Damage dealt to champions,Self_First tower kill,Opponent_First tower kill,Self_Win rate,Opponent_Win rate,Self_Lane Win Rate,Opponent_Lane Win Rate,Self_Lane Pick Rate,Opponent_Lane Pick Rate,Self_Ban rate,Opponent_Ban rate
sivir,50.03%,49.97%,47.17%,52.83%,2.27 : 1,2.39 : 1,45.33%,51.24%,"23,159","25,056","16'59""","14'45""",50.03%,49.97%,51.67%,52.49%,7.02%,10.04%,4.31%,4.75%
skarner,,,,,,,,,,,,,,,,,,,,
smolder,48.51%,51.49%,46.53%,53.47%,2.13 : 1,2.42 : 1,45.39%,49.25%,"25,266","29,416","17'11""","15'30""",48.51%,51.49%,51.67%,51.10%,7.02%,10.08%,4.31%,5.30%
sona,,,,,,,,,,,,,,,,,,,,
soraka,,,,,,,,,,,,,,,,,,,,
swain,47.37%,52.63%,41.58%,58.42%,1.94 : 1,2.96 : 1,46.55%,54.80%,"27,407","26,898","16'39""","15'9""",47.37%,52.63%,51.67%,52.25%,7.02%,0.65%,4.31%,0.63%
sylas,,,,,,,,,,,,,,,,,,,,
syndra,,,,,,,,,,,,,,,,,,,,
tahmkench,,,,,,,,,,,,,,,,,,,,
taliyah,,,,,,,,,,,,,,,,,,,,
talon,,,,,,,,,,,,,,,,,,,,
taric,,,,,,,,,,,,,,,,,,,,
teemo,,,,,,,,,,,,,,,,,,,,
thresh,,,,,,,,,,,,,,,,,,,,
tristana,49.81%,50.19%,44.57%,55.43%,2.11 : 1,2.39 : 1,45.62%,47.89%,"22,986","24,415","16'37""","14'52""",49.81%,50.19%,51.67%,51.73%,7.02%,7.32%,4.31%,5.31%
trundle,,,,,,,,,,,,,,,,,,,,
tryndamere,,,,,,,,,,,,,,,,,,,,
twistedfate,,,,,,,,,,,,,,,,,,,,
twitch,47.64%,52.36%,44.44%,55.56%,1.97 : 1,2.43 : 1,44.53%,52.27%,"22,647","26,866","16'41""","15'51""",47.64%,52.36%,51.67%,51.83%,7.02%,4.47%,4.31%,4.51%
udyr,,,,,,,,,,,,,,,,,,,,
urgot,,,,,,,,,,,,,,,,,,,,
varus,53.01%,46.99%,46.34%,53.66%,2.07 : 1,2.26 : 1,44.86%,48.40%,"23,440","24,308","17'4""","15'9""",53.01%,46.99%,51.67%,47.99%,7.02%,5.82%,4.31%,1.76%
veigar,,,,,,,,,,,,,,,,,,,,
velkoz,,,,,,,,,,,,,,,,,,,,
vex,,,,,,,,,,,,,,,,,,,,
vi,,,,,,,,,,,,,,,,,,,,
viego,,,,,,,,,,,,,,,,,,,,
viktor,,,,,,,,,,,,,,,,,,,,
vladimir,,,,,,,,,,,,,,,,,,,,
volibear,,,,,,,,,,,,,,,,,,,,
warwick,,,,,,,,,,,,,,,,,,,,
wukong,51.17%,48.83%,46.82%,53.18%,2.18 : 1,2.46 : 1,47.20%,50.45%,"24,416","24,883","16'31""","15'43""",51.17%,48.83%,51.67%,49.41%,7.02%,18.29%,4.31%,2.31%
xayah,51.50%,48.50%,44.55%,55.45%,2.16 : 1,2.38 : 1,46.19%,49.00%,"24,784","26,365","17'2""","14'54""",51.50%,48.50%,51.67%,51.46%,7.02%,5.91%,4.31%,1.04%
xerath,,,,,,,,,,,,,,,,,,,,
xinzhao,,,,,,,,,,,,,,,,,,,,
yasuo,52.31%,47.69%,45.25%,54.75%,2.14 : 1,2.04 : 1,47.02%,46.39%,"24,501","22,864","16'50""","15'41""",52.31%,47.69%,51.67%,52.83%,7.02%,1.01%,4.31%,18.74%
yone,,,,,,,,,,,,,,,,,,,,
yorick,,,,,,,,,,,,,,,,,,,,
yuumi,,,,,,,,,,,,,,,,,,,,
zac,,,,,,,,,,,,,,,,,,,,
zed,,,,,,,,,,,,,,,,,,,,
zeri,53.91%,46.09%,52.35%,47.65%,2.37 : 1,2.17 : 1,47.69%,50.09%,"23,696","25,222","16'12""","15'6""",53.91%,46.09%,51.67%,50.29%,7.02%,6.91%,4.31%,2.03%
ziggs,50.00%,50.00%,46.38%,53.62%,2.31 : 1,2.38 : 1,46.52%,46.82%,"25,346","28,585","17'50""","13'36""",50.00%,50.00%,51.67%,50.96%,7.02%,0.97%,4.31%,0.18%
zilean,,,,,,,,,,,,,,,,,,,,
zoe,,,,,,,,,,,,,,,,,,,,
zyra,,,,,,,,,,,,,,,,,,,,
