Opponent,Self_winrate,Opponent_winrate,Self_KDA,Opponent_KDA,Self_Kill participation,Opponent_Kill participation,Self_Damage dealt to champions,Opponent_Damage dealt to champions,Self_Win rate,Opponent_Win rate,Self_Lane Win Rate,Opponent_Lane Win Rate,Self_Lane Pick Rate,Opponent_Lane Pick Rate,Self_Ban rate,Opponent_Ban rate
jarvaniv,47.49%,52.51%,2.44 : 1,3.42 : 1,58.20%,62.02%,"33,109","18,279",47.49%,52.51%,50.08%,51.88%,1.78%,7.14%,2.51%,3.05%
jax,49.02%,50.98%,2.53 : 1,2.25 : 1,59.42%,45.71%,"31,983","18,125",49.02%,50.98%,50.08%,51.19%,1.78%,1.59%,2.51%,8.62%
jayce,,,,,,,,,,,,,,,,
jhin,,,,,,,,,,,,,,,,
jinx,,,,,,,,,,,,,,,,
kaisa,,,,,,,,,,,,,,,,
kalista,,,,,,,,,,,,,,,,
karma,,,,,,,,,,,,,,,,
kassadin,,,,,,,,,,,,,,,,
katarina,,,,,,,,,,,,,,,,
kayle,,,,,,,,,,,,,,,,
kayn,44.37%,55.63%,2.44 : 1,2.43 : 1,58.43%,49.84%,"35,081","24,189",44.37%,55.63%,50.08%,50.44%,1.78%,7.02%,2.51%,7.74%
kennen,,,,,,,,,,,,,,,,
khazix,48.42%,51.58%,2.39 : 1,2.59 : 1,57.82%,49.62%,"32,752","22,474",48.42%,51.58%,50.08%,51.17%,1.78%,7.33%,2.51%,5.62%
kindred,52.83%,47.17%,2.50 : 1,2.40 : 1,57.87%,52.94%,"30,195","22,960",52.83%,47.17%,50.08%,50.63%,1.78%,3.62%,2.51%,4.03%
kled,,,,,,,,,,,,,,,,
kogmaw,,,,,,,,,,,,,,,,
ksante,,,,,,,,,,,,,,,,
leblanc,,,,,,,,,,,,,,,,
leesin,50.07%,49.93%,2.33 : 1,3.07 : 1,59.43%,55.79%,"31,587","19,213",50.07%,49.93%,50.08%,50.87%,1.78%,16.49%,2.51%,20.33%
leona,,,,,,,,,,,,,,,,
lillia,48.89%,51.11%,2.43 : 1,3.01 : 1,58.83%,52.52%,"33,683","23,473",48.89%,51.11%,50.08%,49.36%,1.78%,3.14%,2.51%,2.79%
lissandra,,,,,,,,,,,,,,,,
lucian,,,,,,,,,,,,,,,,
lulu,,,,,,,,,,,,,,,,
lux,,,,,,,,,,,,,,,,
malphite,,,,,,,,,,,,,,,,
malzahar,,,,,,,,,,,,,,,,
maokai,,,,,,,,,,,,,,,,
milio,,,,,,,,,,,,,,,,
