Opponent,Self_winrate,Opponent_winrate,Self_KDA,Opponent_KDA,Self_Kill participation,Opponent_Kill participation,Self_Damage dealt to champions,Opponent_Damage dealt to champions,Self_Win rate,Opponent_Win rate,Self_Lane Win Rate,Opponent_Lane Win Rate,Self_Lane Pick Rate,Opponent_Lane Pick Rate,Self_Ban rate,Opponent_Ban rate
jax,50.00%,50.00%,2.73 : 1,2.33 : 1,52.32%,47.46%,"21,351","18,725",50.00%,50.00%,50.82%,51.16%,3.31%,1.59%,5.61%,8.62%
jayce,,,,,,,,,,,,,,,,
jhin,,,,,,,,,,,,,,,,
jinx,,,,,,,,,,,,,,,,
kaisa,,,,,,,,,,,,,,,,
kalista,,,,,,,,,,,,,,,,
karma,,,,,,,,,,,,,,,,
karthus,50.82%,49.18%,2.73 : 1,2.46 : 1,51.55%,58.72%,"20,118","30,030",50.82%,49.18%,50.82%,50.06%,3.31%,1.78%,5.61%,2.51%
kassadin,,,,,,,,,,,,,,,,
katarina,,,,,,,,,,,,,,,,
kayle,,,,,,,,,,,,,,,,
kayn,50.97%,49.03%,2.67 : 1,2.34 : 1,51.72%,51.31%,"21,738","21,606",50.97%,49.03%,50.82%,50.47%,3.31%,7.02%,5.61%,7.73%
kennen,,,,,,,,,,,,,,,,
khazix,50.54%,49.46%,2.61 : 1,2.59 : 1,52.08%,49.92%,"20,106","20,413",50.54%,49.46%,50.82%,51.18%,3.31%,7.33%,5.61%,5.62%
kindred,52.68%,47.32%,2.95 : 1,2.20 : 1,51.22%,55.09%,"19,033","21,013",52.68%,47.32%,50.82%,50.62%,3.31%,3.62%,5.61%,4.03%
kled,,,,,,,,,,,,,,,,
kogmaw,,,,,,,,,,,,,,,,
ksante,,,,,,,,,,,,,,,,
leblanc,,,,,,,,,,,,,,,,
leesin,50.93%,49.07%,2.78 : 1,2.80 : 1,53.80%,56.20%,"19,443","16,890",50.93%,49.07%,50.82%,50.87%,3.31%,16.52%,5.61%,20.38%
leona,,,,,,,,,,,,,,,,
lillia,51.74%,48.26%,2.74 : 1,2.80 : 1,52.31%,51.48%,"21,240","20,788",51.74%,48.26%,50.82%,49.36%,3.31%,3.15%,5.61%,2.79%
lissandra,,,,,,,,,,,,,,,,
lucian,,,,,,,,,,,,,,,,
lulu,,,,,,,,,,,,,,,,
lux,,,,,,,,,,,,,,,,
malphite,,,,,,,,,,,,,,,,
malzahar,,,,,,,,,,,,,,,,
