Opponent,Self_winrate,Opponent_winrate,Self_Lane Kill Rate,Opponent_Lane Kill Rate,Self_KDA,Opponent_KDA,Self_Kill participation,Opponent_Kill participation,Self_Damage dealt to champions,Opponent_Damage dealt to champions,Self_First tower kill,Opponent_First tower kill,Self_Win rate,Opponent_Win rate,Self_Lane Win Rate,Opponent_Lane Win Rate,Self_Lane Pick Rate,Opponent_Lane Pick Rate,Self_Ban rate,Opponent_Ban rate
sivir,50.00%,50.00%,49.68%,50.32%,2.60 : 1,2.64 : 1,44.47%,46.64%,"25,132","23,620","15'8""","16'17""",50.00%,50.00%,50.93%,52.48%,0.97%,10.05%,0.18%,4.75%
skarner,,,,,,,,,,,,,,,,,,,,
smolder,48.95%,51.05%,53.33%,46.67%,2.66 : 1,2.44 : 1,47.27%,47.45%,"29,764","28,719","15'2""","16'37""",48.95%,51.05%,50.93%,51.13%,0.97%,10.09%,0.18%,5.29%
sona,,,,,,,,,,,,,,,,,,,,
soraka,,,,,,,,,,,,,,,,,,,,
swain,37.50%,62.50%,49.28%,50.72%,2.01 : 1,3.02 : 1,46.99%,53.57%,"33,377","27,541","16'9""","16'38""",37.50%,62.50%,50.93%,52.12%,0.97%,0.65%,0.18%,0.63%
sylas,,,,,,,,,,,,,,,,,,,,
syndra,,,,,,,,,,,,,,,,,,,,
tahmkench,,,,,,,,,,,,,,,,,,,,
taliyah,,,,,,,,,,,,,,,,,,,,
talon,,,,,,,,,,,,,,,,,,,,
taric,,,,,,,,,,,,,,,,,,,,
teemo,,,,,,,,,,,,,,,,,,,,
thresh,,,,,,,,,,,,,,,,,,,,
tristana,55.81%,44.19%,46.27%,53.73%,2.45 : 1,2.34 : 1,46.20%,46.12%,"26,946","23,230","14'9""","16'13""",55.81%,44.19%,50.93%,51.76%,0.97%,7.32%,0.18%,5.31%
trundle,,,,,,,,,,,,,,,,,,,,
tryndamere,,,,,,,,,,,,,,,,,,,,
twistedfate,,,,,,,,,,,,,,,,,,,,
twitch,52.34%,47.66%,48.31%,51.69%,2.18 : 1,2.45 : 1,44.56%,49.95%,"24,636","24,981","14'8""","16'21""",52.34%,47.66%,50.93%,51.83%,0.97%,4.48%,0.18%,4.52%
udyr,,,,,,,,,,,,,,,,,,,,
urgot,,,,,,,,,,,,,,,,,,,,
varus,51.55%,48.45%,49.91%,50.09%,2.51 : 1,2.30 : 1,45.76%,44.37%,"26,191","22,406","14'39""","15'58""",51.55%,48.45%,50.93%,48.01%,0.97%,5.82%,0.18%,1.76%
vayne,50.00%,50.00%,53.30%,46.70%,2.38 : 1,2.31 : 1,46.87%,46.45%,"28,492","25,215","13'36""","17'49""",50.00%,50.00%,50.93%,51.66%,0.97%,7.03%,0.18%,4.32%
veigar,,,,,,,,,,,,,,,,,,,,
velkoz,,,,,,,,,,,,,,,,,,,,
vex,,,,,,,,,,,,,,,,,,,,
vi,,,,,,,,,,,,,,,,,,,,
viego,,,,,,,,,,,,,,,,,,,,
viktor,,,,,,,,,,,,,,,,,,,,
vladimir,,,,,,,,,,,,,,,,,,,,
volibear,,,,,,,,,,,,,,,,,,,,
warwick,,,,,,,,,,,,,,,,,,,,
wukong,50.00%,50.00%,50.19%,49.81%,2.34 : 1,2.74 : 1,46.89%,48.85%,"27,156","24,966","14'14""","17'11""",50.00%,50.00%,50.93%,49.44%,0.97%,18.29%,0.18%,2.32%
xayah,54.92%,45.08%,49.75%,50.25%,2.68 : 1,2.31 : 1,45.61%,44.94%,"29,774","24,445","15'0""","16'44""",54.92%,45.08%,50.93%,51.45%,0.97%,5.90%,0.18%,1.04%
xerath,,,,,,,,,,,,,,,,,,,,
xinzhao,,,,,,,,,,,,,,,,,,,,
yasuo,26.67%,73.33%,47.83%,52.17%,1.85 : 1,2.43 : 1,43.00%,44.08%,"24,565","24,763","15'19""","15'35""",26.67%,73.33%,50.93%,52.86%,0.97%,1.01%,0.18%,18.75%
yone,,,,,,,,,,,,,,,,,,,,
yorick,,,,,,,,,,,,,,,,,,,,
yuumi,,,,,,,,,,,,,,,,,,,,
zac,,,,,,,,,,,,,,,,,,,,
zed,,,,,,,,,,,,,,,,,,,,
zeri,52.73%,47.27%,55.31%,44.69%,2.69 : 1,2.26 : 1,48.02%,47.37%,"27,092","24,655","14'11""","16'11""",52.73%,47.27%,50.93%,50.29%,0.97%,6.89%,0.18%,2.03%
zilean,,,,,,,,,,,,,,,,,,,,
zoe,,,,,,,,,,,,,,,,,,,,
zyra,,,,,,,,,,,,,,,,,,,,
