,aatrox,ahri,akali,akshan,alistar,amumu,anivia,annie,aphelios,ashe,aurelionsol,azir,bard,belveth,blitzcrank,brand,braum,briar,caitlyn,camille,cassiopeia,chogath,corki,darius,diana,draven,drmundo,ekko,elise,evelynn,ezreal,fiddlesticks,fiora,fizz,galio,gangplank,garen,gnar,gragas,graves,gwen,hecarim,heimerdinger,hwei,illaoi,irelia,ivern,janna,jarvaniv,jax,jayce,jhin,jinx,kaisa,kalista,karma,karthus,kassadin,katarina,kayle,kayn,kennen,khazix,kindred,kled,kogmaw,ksante,leblanc,leesin,leona,lillia,lissandra,lucian,lulu,lux,malphite,malzahar,maokai,milio,missfortune,mordekaiser,morgana,naafiri,nami,nasus,nautilus,neeko,nidalee,nilah,nocturne,nunu,olaf,orianna,ornn,pantheon,poppy,pyke,qiyana,quinn,rakan,rammus,reksai,rell,renata,renekton,rengar,riven,rumble,ryze,samira,sejuani,senna,seraphine,sett,shaco,shen,shyvana,singed,sion,sivir,skarner,smolder,sona,soraka,swain,sylas,syndra,tahmkench,taliyah,talon,taric,teemo,thresh,tristana,trundle,tryndamere,twistedfate,twitch,udyr,urgot,varus,vayne,veigar,velkoz,vex,vi,viego,viktor,vladimir,volibear,warwick,wukong,xayah,xerath,xinzhao,yasuo,yone,yorick,yuumi,zac,zed,zeri,ziggs,zilean,zoe,zyra
drmundo,15.53%,,,,,15.04%,,,,,,,,15.04%,,,,15.04%,,15.53%,,15.53%,,15.53%,15.04%,,,15.07%,15.07%,15.07%,,15.07%,15.55%,,,15.55%,15.55%,15.55%,15.55%,15.07%,15.55%,15.07%,15.55%,,15.55%,15.55%,15.07%,,15.07%,15.58%,15.58%,,,,,,15.10%,,,15.58%,15.10%,15.58%,15.10%,15.10%,15.58%,,15.58%,,15.10%,,15.10%,,,,,15.62%,,,,,15.62%,,15.14%,,15.62%,,,15.14%,,15.14%,15.14%,15.62%,,15.62%,15.14%,,,,15.65%,,15.18%,15.18%,,,15.65%,15.18%,15.65%,15.65%,,,15.18%,,,15.65%,15.18%,15.65%,15.18%,15.65%,15.65%,,15.18%,,,,,,,,,15.22%,,15.68%,,,15.22%,15.68%,,,15.25%,15.72%,,,,,,15.26%,15.26%,,,15.26%,15.26%,,,,15.25%,,,15.72%,,15.25%,15.25%,,,,,
ekko,,4.71%,4.71%,4.71%,,4.77%,4.71%,4.71%,,,4.71%,4.71%,,4.77%,,,,4.77%,,,4.71%,,,,4.77%,,,,4.77%,4.77%,,4.77%,,4.71%,4.71%,,,,,4.77%,,4.77%,,4.71%,,,4.77%,,4.77%,,,,,,,,4.77%,4.71%,4.71%,,4.77%,,4.77%,4.77%,,,,4.71%,4.77%,,4.77%,4.71%,,,,,4.70%,,,,,,4.77%,,,,,4.77%,,4.77%,4.77%,,4.70%,,4.77%,,,4.70%,,,4.77%,4.77%,,,,4.77%,,,4.70%,,4.77%,,,,4.77%,,4.77%,,,,4.77%,,,,,4.70%,4.70%,,4.70%,4.76%,,,,,4.76%,,4.70%,,4.76%,,,,4.70%,,4.70%,4.76%,4.76%,4.70%,4.70%,4.76%,4.76%,,,4.70%,4.76%,4.70%,4.70%,,,4.76%,4.76%,,,,4.70%,
elise,,,,,5.40%,5.61%,,,,,,,5.40%,5.61%,5.40%,5.40%,5.40%,5.61%,,,,,,,5.61%,,,5.61%,,5.61%,,5.61%,,,,,,,,5.61%,,5.61%,,,,,5.61%,5.39%,5.59%,,,,,,,5.38%,5.59%,,,,5.59%,,5.59%,5.59%,,,,,5.59%,5.38%,5.59%,,,5.37%,5.37%,,,5.37%,5.37%,,,5.37%,5.58%,5.37%,,5.37%,5.37%,5.58%,,5.58%,5.58%,,,,5.58%,5.37%,5.36%,,,5.36%,5.56%,5.56%,5.36%,5.36%,,5.56%,,,,,5.56%,,5.36%,,5.56%,,5.56%,,,,5.56%,,5.34%,5.34%,5.34%,,,5.34%,,5.55%,5.34%,,5.34%,,5.55%,,,,5.53%,,,,,5.31%,,5.52%,5.52%,,,5.52%,5.52%,,,,5.50%,,,,5.29%,5.50%,5.50%,,,5.29%,,5.29%
evelynn,,,,,,3.73%,,,,,,,,3.73%,,,,3.73%,,,,,,,3.73%,,,3.73%,3.73%,,,3.73%,,,,,,,,3.73%,,3.73%,,,,,3.73%,,3.74%,,,,,,,,3.74%,,,,3.74%,,3.74%,3.74%,,,,,3.74%,,3.74%,,,,,,,,,,,,3.75%,,,,,3.75%,,3.75%,3.75%,,,,3.75%,,,,,,3.76%,3.76%,,,,3.76%,,,,,3.76%,,,,3.76%,,3.76%,,,,3.76%,,,,,,,,,3.77%,,,,,3.77%,,,,3.78%,,,,,,,3.78%,3.78%,,,3.78%,3.78%,,,,3.78%,,,,,3.78%,3.78%,,,,,
ezreal,,,,,,,,,4.99%,4.99%,,,,,,,,,4.99%,,,,4.99%,,,4.99%,,,,,,,,,,,,,,,,,,,,,,,,,,4.98%,4.98%,4.98%,4.98%,,,,,,,,,,,4.98%,,,,,,,4.98%,,,,,,,4.98%,,,,,,,,,4.98%,,,,,,,,,,,,,,,,,,,,,4.98%,,4.98%,,,,,,,,4.98%,,4.97%,,,,,,,,,,,,4.97%,,,,4.97%,,,4.97%,4.97%,,,,,,,,,,,4.96%,,,,,,,,,4.96%,4.96%,,,
fiddlesticks,,,,,3.03%,3.27%,,,,,,,3.03%,3.27%,3.03%,3.03%,3.03%,3.27%,,,,,,,3.27%,,,3.27%,3.27%,3.27%,,,,,,,,,,3.27%,,3.27%,,,,,3.27%,3.03%,3.27%,,,,,,,3.03%,3.27%,,,,3.27%,,3.27%,3.27%,,,,,3.27%,3.03%,3.27%,,,3.04%,3.04%,,,3.04%,3.04%,,,3.04%,3.27%,3.04%,,3.04%,3.04%,3.27%,,3.27%,3.27%,,,,3.27%,3.04%,3.04%,,,3.04%,3.28%,3.28%,3.04%,3.04%,,3.28%,,,,,3.28%,,3.04%,,3.28%,,3.28%,,,,3.28%,,3.05%,3.05%,3.05%,,,3.05%,,3.28%,3.05%,,3.05%,,3.28%,,,,3.29%,,,,,3.06%,,3.29%,3.29%,,,3.29%,3.29%,,,,3.30%,,,,3.07%,3.30%,3.30%,,,3.07%,,3.06%
fiora,6.91%,,,,,,,,,,,,,,,,,,,6.91%,,6.91%,,6.91%,,,6.91%,,,,,,,,,6.91%,6.91%,6.91%,6.91%,,6.91%,,6.91%,,6.91%,6.91%,,,,6.91%,6.91%,,,,,,,,,6.91%,,6.91%,,,6.91%,,6.91%,,,,,,,,,6.92%,,,,,6.92%,,,,6.92%,,,,,,,6.92%,,6.92%,,,,,6.93%,,,,,,6.93%,,6.93%,6.93%,,,,,,6.93%,,6.93%,,6.93%,6.93%,,,,,,,,,,,,,6.93%,,,,6.93%,,,,6.94%,,,,,,,,,,,,,,,,,,6.93%,,,,,,,,
fizz,,3.02%,3.02%,3.02%,,,3.02%,3.02%,,,3.02%,3.02%,,,,,,,,,3.02%,,,,,,,,,,,,,,3.02%,,,,,,,,,3.02%,,,,,,,,,,,,,,3.03%,3.03%,,,,,,,,,3.03%,,,,3.03%,,,,,3.04%,,,,,,,,,,,,,,,,3.04%,,,,,3.05%,,,,,,,,,,,3.05%,,,,,,,,,,,,,,,,,3.05%,3.05%,,3.05%,,,,,,,,3.06%,,,,,,3.07%,,3.07%,,,3.07%,3.07%,,,,,3.07%,,3.07%,3.07%,,,,,,,,3.07%,
galio,2.77%,3.30%,3.30%,3.30%,2.76%,,3.30%,3.30%,,,3.30%,3.30%,2.76%,,2.76%,2.76%,2.76%,,,2.77%,3.30%,2.77%,,2.77%,,,2.78%,,,,,,2.78%,3.30%,,2.78%,2.78%,2.78%,2.78%,,2.78%,,2.78%,3.30%,2.78%,2.78%,,2.76%,,2.77%,2.77%,,,,,2.77%,,3.30%,3.30%,2.77%,,2.77%,,,2.77%,,2.77%,3.30%,,2.77%,,3.30%,,2.77%,2.77%,2.78%,3.30%,2.77%,2.77%,,2.78%,2.77%,,2.77%,2.78%,2.77%,2.77%,,,,,2.78%,3.30%,2.78%,,2.77%,2.77%,3.30%,2.78%,2.77%,,,2.77%,2.77%,2.78%,,2.78%,2.78%,3.30%,,,,2.77%,2.78%,,2.78%,,2.78%,2.78%,,,,2.77%,2.77%,2.77%,3.29%,3.29%,2.77%,3.29%,,2.77%,2.78%,2.77%,,,2.78%,3.29%,,,2.78%,,,3.29%,2.77%,3.29%,,,3.29%,3.29%,,,,,3.29%,,3.29%,3.29%,2.77%,2.77%,,,,,2.77%,3.29%,2.78%
gangplank,4.92%,4.54%,4.54%,4.54%,,,4.54%,4.54%,,,4.54%,4.54%,,,,,,,,4.92%,4.54%,4.92%,,4.92%,,,4.91%,,,,,,4.91%,4.54%,4.54%,,4.91%,4.91%,4.91%,,4.91%,,4.91%,4.54%,4.91%,4.91%,,,,4.90%,4.90%,,,,,,,4.52%,4.52%,4.90%,,4.90%,,,4.90%,,4.90%,4.52%,,,,4.52%,,,,4.88%,4.51%,,,,4.88%,,,,4.88%,,,,,,,4.88%,4.51%,4.88%,,,,4.49%,4.86%,,,,,,4.86%,,4.86%,4.86%,4.49%,,,,,4.86%,,4.86%,,4.86%,4.86%,,,,,,,4.47%,4.47%,,4.47%,,,4.84%,,,,4.84%,4.44%,,,4.80%,,,4.43%,,4.43%,,,4.43%,4.43%,,,,,4.42%,,4.42%,4.42%,4.79%,,,,,,,4.42%,
garen,2.29%,,,,,,,,,,,,,,,,,,,2.29%,,2.29%,,2.29%,,,2.29%,,,,,,2.29%,,,2.29%,,2.29%,2.29%,,2.29%,,2.29%,,2.29%,2.29%,,,,2.29%,2.29%,,,,,,,,,2.29%,,2.29%,,,2.29%,,2.29%,,,,,,,,,2.30%,,,,,2.30%,,,,2.30%,,,,,,,2.30%,,2.30%,,,,,2.30%,,,,,,2.30%,,2.30%,2.30%,,,,,,2.30%,,2.30%,,2.30%,2.30%,,,,,,,,,,,,,2.31%,,,,2.31%,,,,2.31%,,,,,,,,,,,,,,,,,,2.31%,,,,,,,,
gnar,0.95%,,,,,,,,,,,,,,,,,,,0.95%,,0.95%,,0.95%,,,0.95%,,,,,,0.95%,,,0.95%,0.95%,,0.95%,,0.95%,,0.95%,,0.95%,0.95%,,,,0.95%,0.95%,,,,,,,,,0.95%,,0.95%,,,0.95%,,0.95%,,,,,,,,,0.95%,,,,,0.95%,,,,0.95%,,,,,,,0.95%,,0.95%,,,,,0.95%,,,,,,0.95%,,0.95%,0.95%,,,,,,0.95%,,0.95%,,0.95%,0.95%,,,,,,,,,,,,,0.94%,,,,0.94%,,,,0.94%,,,,,,,,,,,,,,,,,,0.94%,,,,,,,,
gragas,1.74%,1.57%,1.57%,1.57%,,1.65%,1.57%,1.57%,,,1.57%,1.57%,,1.65%,,,,1.65%,,1.74%,1.57%,1.74%,,1.74%,1.66%,,1.75%,1.66%,1.66%,1.66%,,1.66%,1.75%,1.57%,1.57%,1.75%,1.75%,1.75%,,1.66%,1.75%,1.66%,1.75%,1.57%,1.75%,1.75%,1.66%,,1.66%,1.75%,1.75%,,,,,,1.66%,1.57%,1.57%,1.75%,1.66%,1.75%,1.66%,1.66%,1.75%,,1.75%,1.57%,1.66%,,1.66%,1.57%,,,,1.75%,1.57%,,,,1.75%,,1.66%,,1.75%,,,1.66%,,1.66%,1.66%,1.75%,1.57%,1.75%,1.66%,,,1.58%,1.75%,,1.66%,1.66%,,,1.75%,1.66%,1.75%,1.75%,1.58%,,1.66%,,,1.75%,1.66%,1.75%,1.66%,1.75%,1.75%,,1.66%,,,,,1.58%,1.58%,,1.58%,1.67%,,1.76%,,,1.67%,1.76%,1.58%,,1.67%,1.76%,,,1.59%,,1.59%,1.67%,1.67%,1.59%,1.59%,1.67%,1.67%,,,1.59%,1.67%,1.59%,1.59%,1.76%,,1.67%,1.67%,,,,1.59%,
graves,,,,,,4.45%,,,,,,,,4.45%,,,,4.45%,,,,,,,4.44%,,,4.44%,4.44%,4.44%,,4.44%,,,,,,,,,,4.44%,,,,,4.44%,,4.43%,,,,,,,,4.43%,,,,4.43%,,4.43%,4.43%,,,,,4.43%,,4.43%,,,,,,,,,,,,4.42%,,,,,4.42%,,4.42%,4.42%,,,,4.42%,,,,,,4.41%,4.41%,,,,4.41%,,,,,4.41%,,,,4.41%,,4.41%,,,,4.41%,,,,,,,,,4.40%,,,,,4.40%,,,,4.40%,,,,,,,4.39%,4.39%,,,4.39%,4.39%,,,,4.41%,,,,,4.41%,4.41%,,,,,
gwen,8.67%,,,,,8.41%,,,,,,,,8.41%,,,,8.41%,,8.67%,,8.67%,,8.67%,8.41%,,8.68%,8.41%,8.41%,8.41%,,8.41%,8.68%,,,8.68%,8.68%,8.68%,8.68%,8.41%,,8.41%,8.68%,,8.68%,8.68%,8.41%,,8.42%,8.68%,8.68%,,,,,,8.42%,,,8.68%,8.42%,8.68%,8.42%,8.42%,8.68%,,8.68%,,8.42%,,8.42%,,,,,8.68%,,,,,8.68%,,8.42%,,8.68%,,,8.42%,,8.42%,8.42%,8.68%,,8.68%,8.42%,,,,8.69%,,8.42%,8.42%,,,8.69%,8.42%,8.69%,8.69%,,,8.42%,,,8.69%,8.42%,8.69%,8.42%,8.69%,8.69%,,8.42%,,,,,,,,,8.44%,,8.69%,,,8.44%,8.69%,,,8.45%,8.71%,,,,,,8.45%,8.45%,,,8.45%,8.45%,,,,8.45%,,,8.72%,,8.45%,8.45%,,,,,
hecarim,,,,,,4.62%,,,,,,,,4.62%,,,,4.62%,,,,,,,4.63%,,,4.63%,4.63%,4.63%,,4.63%,,,,,,,,4.63%,,,,,,,4.63%,,4.64%,,,,,,,,4.64%,,,,4.64%,,4.64%,4.64%,,,,,4.64%,,4.64%,,,,,,,,,,,,4.65%,,,,,4.65%,,4.65%,4.65%,,,,4.65%,,,,,,4.67%,4.67%,,,,4.67%,,,,,4.67%,,,,4.67%,,4.67%,,,,4.67%,,,,,,,,,4.68%,,,,,4.68%,,,,4.69%,,,,,,,4.69%,4.69%,,,4.69%,4.69%,,,,4.68%,,,,,4.68%,4.68%,,,,,
heimerdinger,1.19%,,,,,,,,,,,,,,,,,,,1.19%,,1.19%,,1.19%,,,1.19%,,,,,,1.19%,,,1.19%,1.19%,1.19%,1.19%,,1.19%,,,,1.19%,1.19%,,,,1.19%,1.19%,,,,,,,,,1.19%,,1.19%,,,1.19%,,1.19%,,,,,,,,,1.18%,,,,,1.18%,,,,1.18%,,,,,,,1.18%,,1.18%,,,,,1.18%,,,,,,1.18%,,1.18%,1.18%,,,,,,1.18%,,1.18%,,1.18%,1.18%,,,,,,,,,,,,,1.18%,,,,1.18%,,,,1.18%,,,,,,,,,,,,,,,,,,1.17%,,,,,,,,
hwei,,3.56%,3.56%,3.56%,3.25%,,3.56%,3.56%,3.20%,3.20%,3.56%,3.56%,3.25%,,3.25%,3.25%,3.25%,,3.20%,,3.56%,,3.20%,,,3.19%,,,,,3.19%,,,3.56%,3.56%,,,,,,,,,,,,,3.25%,,,,3.20%,3.20%,3.20%,3.20%,3.25%,,3.56%,3.56%,,,,,,,3.20%,,3.56%,,3.25%,,3.56%,3.20%,3.26%,3.26%,,3.56%,3.26%,3.26%,3.20%,,3.26%,,3.26%,,3.26%,3.26%,,3.20%,,,,3.56%,,,3.26%,3.26%,3.57%,,3.26%,,,3.26%,3.26%,,,,,3.57%,3.20%,,3.20%,3.26%,,,,,,,3.20%,,3.21%,3.26%,3.26%,3.26%,3.57%,3.57%,3.26%,3.57%,,3.26%,,3.26%,3.21%,,,3.57%,3.21%,,,3.21%,3.21%,3.56%,3.26%,3.56%,,,3.56%,3.56%,,,,3.20%,3.56%,,3.56%,3.56%,,3.25%,,,3.20%,3.20%,3.25%,3.56%,3.25%
illaoi,2.87%,,,,,,,,,,,,,,,,,,,2.87%,,2.87%,,2.87%,,,2.87%,,,,,,2.87%,,,2.87%,2.87%,2.87%,2.87%,,2.87%,,2.87%,,,2.87%,,,,2.88%,2.88%,,,,,,,,,2.88%,,2.88%,,,2.88%,,2.88%,,,,,,,,,2.88%,,,,,2.88%,,,,2.88%,,,,,,,2.88%,,2.88%,,,,,2.88%,,,,,,2.88%,,2.88%,2.88%,,,,,,2.88%,,2.88%,,2.88%,2.88%,,,,,,,,,,,,,2.89%,,,,2.89%,,,,2.89%,,,,,,,,,,,,,,,,,,2.91%,,,,,,,,
irelia,13.91%,13.77%,13.77%,13.77%,,,13.77%,13.77%,,,13.77%,13.77%,,,,,,,,13.91%,13.77%,13.91%,,13.91%,,,13.90%,,,,,,13.90%,13.76%,13.76%,13.90%,13.90%,13.90%,13.90%,,13.90%,,13.90%,13.76%,13.90%,,,,,13.88%,13.88%,,,,,,,13.75%,13.75%,13.88%,,13.88%,,,13.88%,,13.88%,13.75%,,,,13.75%,,,,13.86%,13.73%,,,,13.86%,,,,13.86%,,,,,,,13.86%,13.73%,13.86%,,,,13.71%,13.84%,,,,,,13.84%,,13.84%,13.84%,13.71%,,,,,13.84%,,13.84%,,13.84%,13.84%,,,,,,,13.70%,13.70%,,13.70%,,,13.83%,,,,13.83%,13.67%,,,13.79%,,,13.67%,,13.67%,,,13.67%,13.67%,,,,,13.66%,,13.66%,13.66%,13.78%,,,,,,,13.66%,
ivern,,,,,,0.82%,,,,,,,,0.82%,,,,0.82%,,,,,,,0.82%,,,0.83%,0.83%,0.83%,,0.83%,,,,,,,,0.83%,,0.83%,,,,,,,0.83%,,,,,,,,0.83%,,,,0.83%,,0.83%,0.83%,,,,,0.83%,,0.83%,,,,,,,,,,,,0.83%,,,,,0.83%,,0.83%,0.83%,,,,0.83%,,,,,,0.83%,0.83%,,,,0.83%,,,,,0.83%,,,,0.83%,,0.83%,,,,0.83%,,,,,,,,,0.83%,,,,,0.83%,,,,0.84%,,,,,,,0.84%,0.84%,,,0.84%,0.84%,,,,0.84%,,,,,0.84%,0.84%,,,,,
janna,,,,,1.62%,,,,,,,,1.62%,,1.62%,1.62%,1.62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62%,,,,,,,,,,,,,,1.62%,,,,1.62%,1.62%,,,1.62%,1.62%,,,1.62%,,1.62%,,1.62%,1.62%,,,,,,,,,1.62%,1.63%,,,1.63%,,,1.63%,1.63%,,,,,,,,,1.63%,,,,,,,,,,1.64%,1.64%,1.64%,,,1.64%,,,1.64%,,1.64%,,,,,,,,,,,1.64%,,,,,,,,,,,,,,,1.64%,,,,,1.64%,,1.63%
jarvaniv,,,,,,3.03%,,,,,,,,3.03%,,,,3.03%,,,,,,,3.04%,,,3.04%,3.04%,3.04%,,3.04%,,,,,,,,3.04%,,3.04%,,,,,3.04%,,,,,,,,,,3.05%,,,,3.05%,,3.05%,3.05%,,,,,3.05%,,3.05%,,,,,,,,,,,,3.05%,,,,,3.05%,,3.05%,3.05%,,,,3.05%,,,,,,3.07%,3.07%,,,,3.07%,,,,,3.07%,,,,3.07%,,3.07%,,,,3.07%,,,,,,,,,3.07%,,,,,3.07%,,,,3.08%,,,,,,,3.08%,3.08%,,,3.08%,3.08%,,,,3.08%,,,,,3.08%,3.08%,,,,,
jax,8.87%,,,,,8.61%,,,,,,,,8.61%,,,,8.61%,,8.87%,,8.87%,,8.87%,8.61%,,8.88%,8.62%,8.62%,8.62%,,8.62%,8.88%,,,8.88%,8.88%,8.88%,8.88%,8.62%,8.88%,8.62%,8.88%,,8.88%,8.88%,8.62%,,8.62%,,8.88%,,,,,,8.62%,,,8.88%,8.62%,8.88%,8.62%,8.62%,8.88%,,8.88%,,8.62%,,8.62%,,,,,8.89%,,,,,8.89%,,8.63%,,8.89%,,,8.63%,,8.63%,8.63%,8.89%,,8.89%,8.63%,,,,8.89%,,8.63%,8.63%,,,8.89%,8.63%,8.89%,8.89%,,,8.63%,,,8.89%,8.63%,8.89%,8.63%,8.89%,8.89%,,8.63%,,,,,,,,,8.63%,,8.89%,,,8.63%,8.89%,,,8.63%,8.88%,,,,,,8.63%,8.63%,,,8.63%,8.63%,,,,8.63%,,,8.89%,,8.63%,8.63%,,,,,
jayce,8.04%,7.82%,7.82%,7.82%,,,7.82%,7.82%,,,7.82%,7.82%,,,,,,,,8.04%,7.82%,8.04%,,8.04%,,,8.03%,,,,,,8.03%,7.81%,7.81%,8.03%,8.03%,8.03%,8.03%,,8.03%,,8.03%,7.81%,8.03%,8.03%,,,,8.00%,,,,,,,,7.79%,7.79%,8.00%,,8.00%,,,8.00%,,8.00%,7.79%,,,,7.79%,,,,7.97%,7.76%,,,,7.97%,,,,7.97%,,,,,,,7.97%,7.76%,7.97%,,,,7.73%,7.94%,,,,,,7.94%,,7.94%,7.94%,7.73%,,,,,7.94%,,7.94%,,7.94%,7.94%,,,,,,,7.70%,7.70%,,7.70%,,,7.91%,,,,7.91%,7.65%,,,7.84%,,,7.63%,,7.63%,,,7.63%,7.63%,,,,,7.61%,,7.61%,7.61%,7.82%,,,,,,,7.61%,
jhin,,,,,,,,,1.45%,1.45%,,,,,,,,,1.45%,,,,1.45%,,,1.45%,,,,,1.45%,,,,,,,,,,,,,,,,,,,,,,1.45%,1.45%,1.45%,,,,,,,,,,,1.45%,,,,,,,1.45%,,,,,,,1.45%,,,,,,,,,1.45%,,,,,,,,,,,,,,,,,,,,,1.45%,,1.45%,,,,,,,,1.45%,,1.45%,,,,,,,,,,,,1.45%,,,,1.46%,,,1.46%,1.46%,,,,,,,,,,,1.46%,,,,,,,,,1.46%,1.46%,,,
jinx,,,,,,,,,2.73%,2.73%,,,,,,,,,2.73%,,,,2.73%,,,2.74%,,,,,2.74%,,,,,,,,,,,,,,,,,,,,,2.74%,,2.74%,2.74%,,,,,,,,,,,2.74%,,,,,,,2.74%,,,,,,,2.74%,,,,,,,,,2.74%,,,,,,,,,,,,,,,,,,,,,2.75%,,2.75%,,,,,,,,2.75%,,2.75%,,,,,,,,,,,,2.75%,,,,2.76%,,,2.77%,2.77%,,,,,,,,,,,2.77%,,,,,,,,,2.77%,2.77%,,,
kaisa,,,,,,,,,2.31%,2.31%,,,,,,,,,2.31%,,,,2.31%,,,2.31%,,,,,2.31%,,,,,,,,,,,,,,,,,,,,,2.31%,2.31%,,2.31%,,,,,,,,,,,2.31%,,,,,,,2.31%,,,,,,,2.31%,,,,,,,,,2.31%,,,,,,,,,,,,,,,,,,,,,2.31%,,2.31%,,,,,,,,2.31%,,2.31%,,,,,,,,,,,,2.31%,,,,2.31%,,,2.31%,2.31%,,,,,,,,,,,2.32%,,,,,,,,,2.32%,2.32%,,,
kalista,,,,,,,,,0.27%,0.27%,,,,,,,,,0.27%,,,,0.27%,,,0.27%,,,,,0.27%,,,,,,,,,,,,,,,,,,,,,0.27%,0.27%,0.27%,,,,,,,,,,,,0.27%,,,,,,,0.27%,,,,,,,0.27%,,,,,,,,,0.27%,,,,,,,,,,,,,,,,,,,,,0.27%,,0.27%,,,,,,,,0.27%,,0.27%,,,,,,,,,,,,0.27%,,,,0.27%,,,0.27%,0.27%,,,,,,,,,,,0.27%,,,,,,,,,0.27%,0.27%,,,
karma,,,,,5.33%,,,,,,,,5.33%,,5.33%,5.33%,5.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33%,,,,,,,,,,,,,,,,,,,,,,5.32%,,,,5.32%,5.32%,,,5.32%,5.32%,,,5.32%,,5.32%,,5.32%,5.32%,,,,,,,,,5.32%,5.32%,,,5.32%,,,5.32%,5.32%,,,,,,,,,5.32%,,,,,,,,,,5.31%,5.31%,5.31%,,,5.31%,,,5.31%,,5.31%,,,,,,,,,,,5.32%,,,,,,,,,,,,,,,5.33%,,,,,5.33%,,5.33%
karthus,,,,,,2.52%,,,,,,,,2.52%,,,,2.52%,,,,,,,2.51%,,,2.51%,2.51%,2.51%,,2.51%,,,,,,,,2.51%,,2.51%,,,,,2.51%,,2.51%,,,,,,,,,,,,2.51%,,2.51%,2.51%,,,,,2.51%,,2.51%,,,,,,,,,,,,2.50%,,,,,2.50%,,2.50%,2.50%,,,,2.50%,,,,,,2.49%,2.49%,,,,2.49%,,,,,2.49%,,,,2.49%,,2.49%,,,,2.49%,,,,,,,,,2.49%,,,,,2.49%,,,,2.47%,,,,,,,2.47%,2.47%,,,2.47%,2.47%,,,,2.46%,,,,,2.46%,2.46%,,,,,
kassadin,,2.49%,2.49%,2.49%,,,2.49%,2.49%,,,2.49%,2.49%,,,,,,,,,2.49%,,,,,,,,,,,,,2.50%,2.50%,,,,,,,,,2.50%,,,,,,,,,,,,,,,2.50%,,,,,,,,,2.50%,,,,2.50%,,,,,2.50%,,,,,,,,,,,,,,,,2.50%,,,,,2.51%,,,,,,,,,,,2.51%,,,,,,,,,,,,,,,,,2.52%,2.52%,,2.52%,,,,,,,,2.53%,,,,,,2.53%,,2.53%,,,2.53%,2.53%,,,,,2.53%,,2.53%,2.53%,,,,,,,,2.53%,
katarina,,6.81%,6.81%,6.81%,,,6.81%,6.81%,,,6.81%,6.81%,,,,,,,,,6.81%,,,,,,,,,,,,,6.82%,6.82%,,,,,,,,,6.82%,,,,,,,,,,,,,,6.83%,,,,,,,,,,6.83%,,,,6.83%,,,,,6.85%,,,,,,,,,,,,,,,,6.85%,,,,,6.86%,,,,,,,,,,,6.86%,,,,,,,,,,,,,,,,,6.87%,6.87%,,6.87%,,,,,,,,6.89%,,,,,,6.89%,,6.89%,,,6.89%,6.89%,,,,,6.89%,,6.89%,6.89%,,,,,,,,6.89%,
kayle,4.65%,4.52%,4.52%,4.52%,,,4.52%,4.52%,,,4.52%,4.52%,,,,,,,,4.65%,4.52%,4.65%,,4.65%,,,4.66%,,,,,,4.66%,4.53%,4.53%,4.66%,4.66%,4.66%,4.66%,,4.66%,,4.66%,4.53%,4.66%,4.66%,,,,4.67%,4.67%,,,,,,,4.54%,4.54%,,,4.67%,,,4.67%,,4.67%,4.54%,,,,4.54%,,,,4.69%,4.56%,,,,4.69%,,,,4.69%,,,,,,,4.69%,4.56%,4.69%,,,,4.57%,4.70%,,,,,,4.70%,,4.70%,4.70%,4.57%,,,,,4.70%,,4.70%,,4.70%,4.70%,,,,,,,4.58%,4.58%,,4.58%,,,4.71%,,,,4.71%,4.59%,,,4.71%,,,4.58%,,4.58%,,,4.58%,4.58%,,,,,4.58%,,4.58%,4.58%,4.71%,,,,,,,4.58%,
kayn,,,,,,7.73%,,,,,,,,7.73%,,,,7.73%,,,,,,,7.73%,,,7.73%,7.73%,7.73%,,7.73%,,,,,,,,7.73%,,7.73%,,,,,7.73%,,7.74%,,,,,,,,7.74%,,,,,,7.74%,7.74%,,,,,7.74%,,7.74%,,,,,,,,,,,,7.75%,,,,,7.75%,,7.75%,7.75%,,,,7.75%,,,,,,7.76%,7.76%,,,,7.76%,,,,,7.76%,,,,7.76%,,7.76%,,,,7.77%,,,,,,,,,7.77%,,,,,7.77%,,,,7.81%,,,,,,,7.84%,7.84%,,,7.84%,7.84%,,,,7.87%,,,,,7.87%,7.87%,,,,,
kennen,2.01%,1.93%,1.93%,1.93%,,,1.93%,1.93%,,,1.93%,1.93%,,,,,,,,2.01%,1.93%,2.01%,,2.01%,,,2.01%,,,,,,2.01%,1.93%,1.93%,2.01%,2.01%,2.01%,2.01%,,2.01%,,2.01%,1.93%,2.01%,2.01%,,,,2.01%,2.01%,,,,,,,1.93%,1.93%,2.01%,,,,,2.01%,,2.01%,1.93%,,,,1.93%,,,,2.01%,1.93%,,,,2.01%,,,,2.01%,,,,,,,2.01%,1.93%,2.01%,,,,1.93%,2.01%,,,,,,2.01%,,2.01%,2.01%,1.93%,,,,,2.01%,,2.01%,,2.01%,2.01%,,,,,,,1.93%,1.93%,,1.93%,,,2.01%,,,,2.01%,1.93%,,,2.00%,,,1.92%,,1.92%,,,1.92%,1.92%,,,,,1.92%,,1.92%,1.92%,2.00%,,,,,,,1.92%,
