,aatrox,ahri,akali,akshan,alistar,amumu,anivia,annie,aphelios,ashe,aurelionsol,azir,bard,belveth,blitzcrank,brand,braum,briar,caitlyn,camille,cassiopeia,chogath,corki,darius,diana,draven,drmundo,ekko,elise,evelynn,ezreal,fiddlesticks,fiora,fizz,galio,gangplank,garen,gnar,gragas,graves,gwen,hecarim,heimerdinger,hwei,illaoi,irelia,ivern,janna,jarvaniv,jax,jayce,jhin,jinx,kaisa,kalista,karma,karthus,kassadin,katarina,kayle,kayn,kennen,khazix,kindred,kled,kogmaw,ksante,leblanc,leesin,leona,lillia,lissandra,lucian,lulu,lux,malphite,malzahar,maokai,milio,missfortune,mordekaiser,morgana,naafiri,nami,nasus,nautilus,neeko,nidalee,nilah,nocturne,nunu,olaf,orianna,ornn,pantheon,poppy,pyke,qiyana,quinn,rakan,rammus,reksai,rell,renata,renekton,rengar,riven,rumble,ryze,samira,sejuani,senna,seraphine,sett,shaco,shen,shyvana,singed,sion,sivir,skarner,smolder,sona,soraka,swain,sylas,syndra,tahmkench,taliyah,talon,taric,teemo,thresh,tristana,trundle,tryndamere,twistedfate,twitch,udyr,urgot,varus,vayne,veigar,velkoz,vex,vi,viego,viktor,vladimir,volibear,warwick,wukong,xayah,xerath,xinzhao,yasuo,yone,yorick,yuumi,zac,zed,zeri,ziggs,zilean,zoe,zyra
cassiopeia,0.58%,1.25%,1.25%,1.25%,,,1.25%,1.25%,,,1.25%,1.25%,,,,,,,,0.58%,,0.58%,,0.58%,,,0.58%,,,,,,0.58%,1.25%,1.25%,0.58%,0.58%,0.58%,0.58%,,0.58%,,0.58%,1.25%,0.58%,0.58%,,,,0.58%,0.58%,,,,,,,1.25%,1.25%,0.58%,,0.58%,,,0.58%,,0.58%,1.25%,,,,1.25%,,,,0.58%,1.25%,,,,0.58%,,,,0.58%,,,,,,,0.58%,1.25%,0.58%,,,,1.25%,0.58%,,,,,,0.58%,,0.58%,0.58%,1.25%,,,,,0.58%,,0.58%,,0.58%,0.58%,,,,,,,1.25%,1.25%,,1.25%,,,0.58%,,,,0.58%,1.25%,,,0.58%,,,1.25%,,1.25%,,,1.25%,1.25%,,,,,1.25%,,1.25%,1.25%,0.58%,,,,,,,1.25%,
chogath,3.21%,0.65%,0.65%,0.65%,,,0.65%,0.65%,,,0.65%,0.65%,,,,,,,,3.21%,0.65%,,,3.21%,,,3.22%,,,,,,3.22%,0.65%,0.65%,3.22%,3.22%,3.22%,3.22%,,3.22%,,3.22%,0.65%,3.22%,3.22%,,,,3.22%,3.22%,,,,,,,0.65%,0.65%,3.22%,,3.22%,,,3.22%,,3.22%,0.65%,,,,0.65%,,,,3.23%,0.65%,,,,3.23%,,,,3.23%,,,,,,,3.23%,0.65%,3.23%,,,,0.65%,3.23%,,,,,,3.23%,,3.23%,3.23%,0.65%,,,,,3.23%,,3.23%,,3.23%,3.23%,,,,,,,0.65%,0.65%,,0.65%,,,3.24%,,,,3.24%,0.64%,,,3.25%,,,0.64%,,0.64%,,,0.64%,0.64%,,,,,0.65%,,0.65%,0.65%,3.25%,,,,,,,0.65%,
corki,,0.93%,0.93%,0.93%,,,0.93%,0.93%,2.33%,2.33%,0.93%,0.93%,,,,,,,2.33%,,0.93%,,,,,2.33%,,,,,2.33%,,,0.93%,0.93%,,,,,,,,,0.93%,,,,,,,,2.33%,2.33%,2.33%,2.33%,,,0.93%,0.93%,,,,,,,2.33%,,0.93%,,,,0.93%,2.33%,,,,0.93%,,,2.33%,,,,,,,,,2.33%,,,,0.93%,,,,,0.93%,,,,,,,,,,,0.93%,2.33%,,2.33%,,,,,,,,2.33%,,2.33%,,,,0.92%,0.92%,,0.92%,,,,,2.33%,,,0.92%,2.33%,,,2.32%,2.32%,0.92%,,0.92%,,,0.92%,0.92%,,,,2.32%,0.92%,,0.92%,0.92%,,,,,2.32%,2.32%,,0.92%,
darius,5.74%,,,,,,,,,,,,,,,,,,,5.74%,,5.74%,,,,,5.73%,,,,,,5.73%,,,5.73%,5.73%,5.73%,5.73%,,5.73%,,5.73%,,5.73%,5.73%,,,,5.74%,5.74%,,,,,,,,,5.74%,,5.74%,,,5.74%,,5.74%,,,,,,,,,5.74%,,,,,5.74%,,,,5.74%,,,,,,,5.74%,,5.74%,,,,,5.73%,,,,,,5.73%,,5.73%,5.73%,,,,,,5.73%,,5.73%,,5.73%,5.73%,,,,,,,,,,,,,5.74%,,,,5.74%,,,,5.75%,,,,,,,,,,,,,,,,,,5.77%,,,,,,,,
diana,,4.20%,4.20%,4.20%,,5.32%,4.20%,4.20%,,,4.20%,4.20%,,5.32%,,,,5.32%,,,4.20%,,,,,,,5.33%,5.33%,5.33%,,5.33%,,4.21%,4.21%,,,,,5.33%,,5.33%,,4.21%,,,5.33%,,5.34%,,,,,,,,5.34%,4.20%,4.20%,,5.34%,,5.34%,5.34%,,,,4.20%,5.34%,,5.34%,4.20%,,,,,4.20%,,,,,,5.34%,,,,,5.34%,,5.34%,5.34%,,4.20%,,5.34%,,,4.20%,,,5.34%,5.34%,,,,5.34%,,,4.20%,,5.34%,,,,5.34%,,5.34%,,,,5.34%,,,,,4.20%,4.20%,,4.20%,5.35%,,,,,5.35%,,4.20%,,5.36%,,,,4.20%,,4.20%,5.36%,5.36%,4.20%,4.20%,5.36%,5.36%,,,4.20%,5.36%,4.20%,4.20%,,,5.36%,5.36%,,,,4.20%,
draven,,,,,,,,,4.13%,4.13%,,,,,,,,,4.13%,,,,4.13%,,,,,,,,4.13%,,,,,,,,,,,,,,,,,,,,,4.13%,4.13%,4.13%,4.13%,,,,,,,,,,,4.13%,,,,,,,4.13%,,,,,,,4.13%,,,,,,,,,4.13%,,,,,,,,,,,,,,,,,,,,,4.14%,,4.14%,,,,,,,,4.14%,,4.14%,,,,,,,,,,,,4.14%,,,,4.14%,,,4.14%,4.14%,,,,,,,,,,,4.15%,,,,,,,,,4.15%,4.15%,,,
drmundo,7.36%,,,,,1.61%,,,,,,,,1.61%,,,,1.61%,,7.36%,,7.36%,,7.36%,1.61%,,,1.62%,1.62%,1.62%,,1.62%,7.36%,,,7.36%,7.36%,7.36%,7.36%,1.62%,7.36%,1.62%,7.36%,,7.36%,7.36%,1.62%,,1.62%,7.37%,7.37%,,,,,,1.62%,,,7.37%,1.62%,7.37%,1.62%,1.62%,7.37%,,7.37%,,1.62%,,1.62%,,,,,7.37%,,,,,7.37%,,1.62%,,7.37%,,,1.62%,,1.62%,1.62%,7.37%,,7.37%,1.62%,,,,7.37%,,1.62%,1.62%,,,7.37%,1.62%,7.37%,7.37%,,,1.62%,,,7.37%,1.62%,7.37%,1.62%,7.37%,7.37%,,1.62%,,,,,,,,,1.63%,,7.37%,,,1.63%,7.37%,,,1.63%,7.38%,,,,,,1.63%,1.63%,,,1.63%,1.63%,,,,1.63%,,,7.38%,,1.63%,1.63%,,,,,
ekko,,3.17%,3.17%,3.17%,,6.36%,3.17%,3.17%,,,3.17%,3.17%,,6.36%,,,,6.36%,,,3.17%,,,,6.36%,,,,6.36%,6.36%,,6.36%,,3.17%,3.17%,,,,,6.36%,,6.36%,,3.17%,,,6.36%,,6.36%,,,,,,,,6.36%,3.17%,3.17%,,6.36%,,6.36%,6.36%,,,,3.17%,6.36%,,6.36%,3.17%,,,,,3.17%,,,,,,6.36%,,,,,6.36%,,6.36%,6.36%,,3.17%,,6.36%,,,3.17%,,,6.36%,6.36%,,,,6.36%,,,3.17%,,6.36%,,,,6.36%,,6.36%,,,,6.36%,,,,,3.17%,3.17%,,3.17%,6.36%,,,,,6.36%,,3.17%,,6.37%,,,,3.16%,,3.16%,6.37%,6.37%,3.16%,3.16%,6.37%,6.37%,,,3.17%,6.37%,3.17%,3.17%,,,6.37%,6.37%,,,,3.17%,
elise,,,,,1.60%,3.31%,,,,,,,1.60%,3.31%,1.60%,1.60%,1.60%,3.31%,,,,,,,3.31%,,,3.31%,,3.31%,,3.31%,,,,,,,,3.31%,,3.31%,,,,,3.31%,1.60%,3.31%,,,,,,,1.60%,3.31%,,,,3.31%,,3.31%,3.31%,,,,,3.31%,1.60%,3.31%,,,1.60%,1.60%,,,1.60%,1.60%,,,1.60%,3.31%,1.60%,,1.60%,1.60%,3.31%,,3.31%,3.31%,,,,3.31%,1.60%,1.59%,,,1.59%,3.31%,3.31%,1.59%,1.59%,,3.31%,,,,,3.31%,,1.59%,,3.31%,,3.31%,,,,3.31%,,1.59%,1.59%,1.59%,,,1.59%,,3.31%,1.59%,,1.59%,,3.31%,,,,3.31%,,,,,1.58%,,3.30%,3.30%,,,3.30%,3.30%,,,,3.30%,,,,1.58%,3.30%,3.30%,,,1.58%,,1.58%
evelynn,,,,,,2.67%,,,,,,,,2.67%,,,,2.67%,,,,,,,2.68%,,,2.68%,2.68%,,,2.68%,,,,,,,,2.68%,,2.68%,,,,,2.68%,,2.68%,,,,,,,,2.68%,,,,2.68%,,2.68%,2.68%,,,,,2.68%,,2.68%,,,,,,,,,,,,2.68%,,,,,2.68%,,2.68%,2.68%,,,,2.68%,,,,,,2.69%,2.69%,,,,2.69%,,,,,2.69%,,,,2.69%,,2.69%,,,,2.69%,,,,,,,,,2.69%,,,,,2.69%,,,,2.70%,,,,,,,2.70%,2.70%,,,2.70%,2.70%,,,,2.70%,,,,,2.70%,2.70%,,,,,
ezreal,,,,,,,,,13.75%,13.75%,,,,,,,,,13.75%,,,,13.75%,,,13.74%,,,,,,,,,,,,,,,,,,,,,,,,,,13.71%,13.71%,13.71%,13.71%,,,,,,,,,,,13.71%,,,,,,,13.71%,,,,,,,13.70%,,,,,,,,,13.70%,,,,,,,,,,,,,,,,,,,,,13.69%,,13.69%,,,,,,,,13.69%,,13.66%,,,,,,,,,,,,13.66%,,,,13.64%,,,13.64%,13.64%,,,,,,,,,,,13.63%,,,,,,,,,13.63%,13.63%,,,
fiddlesticks,,,,,1.00%,3.05%,,,,,,,1.00%,3.05%,1.00%,1.00%,1.00%,3.05%,,,,,,,3.04%,,,3.04%,3.04%,3.04%,,,,,,,,,,3.04%,,3.04%,,,,,3.04%,1.00%,3.05%,,,,,,,1.01%,3.05%,,,,3.05%,,3.05%,3.05%,,,,,3.05%,1.01%,3.05%,,,1.01%,1.01%,,,1.01%,1.01%,,,1.01%,3.04%,1.01%,,1.01%,1.01%,3.04%,,3.04%,3.04%,,,,3.04%,1.01%,1.01%,,,1.01%,3.04%,3.04%,1.01%,1.01%,,3.04%,,,,,3.04%,,1.01%,,3.04%,,3.04%,,,,3.04%,,1.01%,1.01%,1.01%,,,1.01%,,3.04%,1.01%,,1.01%,,3.04%,,,,3.04%,,,,,1.01%,,3.04%,3.04%,,,3.04%,3.04%,,,,3.04%,,,,1.01%,3.04%,3.04%,,,1.01%,,1.01%
fiora,4.67%,,,,,,,,,,,,,,,,,,,4.67%,,4.67%,,4.67%,,,4.67%,,,,,,,,,4.67%,4.67%,4.67%,4.67%,,4.67%,,4.67%,,4.67%,4.67%,,,,4.66%,4.66%,,,,,,,,,4.66%,,4.66%,,,4.66%,,4.66%,,,,,,,,,4.67%,,,,,4.67%,,,,4.67%,,,,,,,4.67%,,4.67%,,,,,4.66%,,,,,,4.66%,,4.66%,4.66%,,,,,,4.66%,,4.66%,,4.66%,4.66%,,,,,,,,,,,,,4.67%,,,,4.67%,,,,4.68%,,,,,,,,,,,,,,,,,,4.68%,,,,,,,,
fizz,,2.70%,2.70%,2.70%,,,2.70%,2.70%,,,2.70%,2.70%,,,,,,,,,2.70%,,,,,,,,,,,,,,2.69%,,,,,,,,,2.69%,,,,,,,,,,,,,,2.69%,2.69%,,,,,,,,,2.69%,,,,2.69%,,,,,2.69%,,,,,,,,,,,,,,,,2.69%,,,,,2.70%,,,,,,,,,,,2.70%,,,,,,,,,,,,,,,,,2.70%,2.70%,,2.70%,,,,,,,,2.70%,,,,,,2.70%,,2.70%,,,2.70%,2.70%,,,,,2.70%,,2.70%,2.70%,,,,,,,,2.70%,
