,aatrox,ahri,akali,akshan,alistar,amumu,anivia,annie,aphelios,ashe,aurelionsol,azir,bard,belveth,blitzcrank,brand,braum,briar,caitlyn,camille,cassiopeia,chogath,corki,darius,diana,draven,drmundo,ekko,elise,evelynn,ezreal,fiddlesticks,fiora,fizz,galio,gangplank,garen,gnar,gragas,graves,gwen,hecarim,heimerdinger,hwei,illaoi,irelia,ivern,janna,jarvaniv,jax,jayce,jhin,jinx,kaisa,kalista,karma,karthus,kassadin,katarina,kayle,kayn,kennen,khazix,kindred,kled,kogmaw,ksante,leblanc,leesin,leona,lillia,lissandra,lucian,lulu,lux,malphite,malzahar,maokai,milio,missfortune,mordekaiser,morgana,naafiri,nami,nasus,nautilus,neeko,nidalee,nilah,nocturne,nunu,olaf,orianna,ornn,pantheon,poppy,pyke,qiyana,quinn,rakan,rammus,reksai,rell,renata,renekton,rengar,riven,rumble,ryze,samira,sejuani,senna,seraphine,sett,shaco,shen,shyvana,singed,sion,sivir,skarner,smolder,sona,soraka,swain,sylas,syndra,tahmkench,taliyah,talon,taric,teemo,thresh,tristana,trundle,tryndamere,twistedfate,twitch,udyr,urgot,varus,vayne,veigar,velkoz,vex,vi,viego,viktor,vladimir,volibear,warwick,wukong,xayah,xerath,xinzhao,yasuo,yone,yorick,yuumi,zac,zed,zeri,ziggs,zilean,zoe,zyra
galio,0.54%,4.52%,4.52%,4.52%,0.60%,,4.52%,4.52%,,,4.52%,4.52%,0.60%,,0.60%,0.60%,0.60%,,,0.54%,4.52%,0.54%,,0.54%,,,0.54%,,,,,,0.54%,4.52%,,0.54%,0.54%,0.54%,0.54%,,0.54%,,0.54%,4.52%,0.54%,0.54%,,0.60%,,0.54%,0.54%,,,,,0.60%,,4.51%,4.51%,0.54%,,0.54%,,,0.54%,,0.54%,4.51%,,0.60%,,4.51%,,0.60%,0.60%,0.54%,4.50%,0.60%,0.60%,,0.54%,0.60%,,0.60%,0.54%,0.60%,0.60%,,,,,0.54%,4.50%,0.54%,,0.60%,0.60%,4.50%,0.54%,0.60%,,,0.60%,0.60%,0.54%,,0.54%,0.54%,4.50%,,,,0.60%,0.54%,,0.54%,,0.54%,0.54%,,,,0.60%,0.60%,0.60%,4.50%,4.50%,0.60%,4.50%,,0.60%,0.54%,0.60%,,,0.54%,4.49%,,,0.54%,,,4.48%,0.60%,4.48%,,,4.48%,4.48%,,,,,4.48%,,4.48%,4.48%,0.54%,0.60%,,,,,0.60%,4.48%,0.61%
gangplank,4.85%,0.57%,0.57%,0.57%,,,0.57%,0.57%,,,0.57%,0.57%,,,,,,,,4.85%,0.57%,4.85%,,4.85%,,,4.85%,,,,,,4.85%,0.57%,0.57%,,4.85%,4.85%,4.85%,,4.85%,,4.85%,0.57%,4.85%,4.85%,,,,4.85%,4.85%,,,,,,,0.57%,0.57%,4.85%,,4.85%,,,4.85%,,4.85%,0.57%,,,,0.57%,,,,4.85%,0.57%,,,,4.85%,,,,4.85%,,,,,,,4.85%,0.57%,4.85%,,,,0.57%,4.84%,,,,,,4.84%,,4.84%,4.84%,0.57%,,,,,4.84%,,4.84%,,4.84%,4.84%,,,,,,,0.57%,0.57%,,0.57%,,,4.84%,,,,4.84%,0.57%,,,4.82%,,,0.57%,,0.57%,,,0.57%,0.57%,,,,,0.57%,,0.57%,0.57%,4.82%,,,,,,,0.57%,
garen,3.85%,,,,,,,,,,,,,,,,,,,3.85%,,3.85%,,3.85%,,,3.85%,,,,,,3.85%,,,3.85%,,3.85%,3.85%,,3.85%,,3.85%,,3.85%,3.85%,,,,3.85%,3.85%,,,,,,,,,3.85%,,3.85%,,,3.85%,,3.85%,,,,,,,,,3.86%,,,,,3.86%,,,,3.86%,,,,,,,3.86%,,3.86%,,,,,3.86%,,,,,,3.86%,,3.86%,3.86%,,,,,,3.86%,,3.86%,,3.86%,3.86%,,,,,,,,,,,,,3.86%,,,,3.86%,,,,3.87%,,,,,,,,,,,,,,,,,,3.87%,,,,,,,,
gnar,3.22%,,,,,,,,,,,,,,,,,,,3.22%,,3.22%,,3.22%,,,3.21%,,,,,,3.21%,,,3.21%,3.21%,,3.21%,,3.21%,,3.21%,,3.21%,3.21%,,,,3.22%,3.22%,,,,,,,,,3.22%,,3.22%,,,3.22%,,3.22%,,,,,,,,,3.21%,,,,,3.21%,,,,3.21%,,,,,,,3.21%,,3.21%,,,,,3.21%,,,,,,3.21%,,3.21%,3.21%,,,,,,3.21%,,3.21%,,3.21%,3.21%,,,,,,,,,,,,,3.21%,,,,3.21%,,,,3.22%,,,,,,,,,,,,,,,,,,3.22%,,,,,,,,
gragas,3.44%,0.74%,0.74%,0.74%,,1.19%,0.74%,0.74%,,,0.74%,0.74%,,1.19%,,,,1.19%,,3.44%,0.74%,3.44%,,3.44%,1.19%,,3.44%,1.19%,1.19%,1.19%,,1.19%,3.44%,0.74%,0.74%,3.44%,3.44%,3.44%,,1.19%,3.44%,1.19%,3.44%,0.74%,3.44%,3.44%,1.19%,,1.19%,3.45%,3.45%,,,,,,1.19%,0.74%,0.74%,3.45%,1.19%,3.45%,1.19%,1.19%,3.45%,,3.45%,0.74%,1.19%,,1.19%,0.74%,,,,3.45%,0.74%,,,,3.45%,,1.19%,,3.45%,,,1.19%,,1.19%,1.19%,3.45%,0.74%,3.45%,1.19%,,,0.74%,3.45%,,1.19%,1.19%,,,3.45%,1.19%,3.45%,3.45%,0.74%,,1.19%,,,3.45%,1.19%,3.45%,1.19%,3.45%,3.45%,,1.19%,,,,,0.74%,0.74%,,0.74%,1.19%,,3.45%,,,1.19%,3.45%,0.75%,,1.19%,3.45%,,,0.75%,,0.75%,1.19%,1.19%,0.75%,0.75%,1.19%,1.19%,,,0.75%,1.19%,0.75%,0.75%,3.45%,,1.19%,1.19%,,,,0.75%,
graves,,,,,,5.73%,,,,,,,,5.73%,,,,5.73%,,,,,,,5.72%,,,5.72%,5.72%,5.72%,,5.72%,,,,,,,,,,5.72%,,,,,5.72%,,5.72%,,,,,,,,5.72%,,,,5.72%,,5.72%,5.72%,,,,,5.72%,,5.72%,,,,,,,,,,,,5.71%,,,,,5.71%,,5.71%,5.71%,,,,5.71%,,,,,,5.70%,5.70%,,,,5.70%,,,,,5.70%,,,,5.70%,,5.70%,,,,5.70%,,,,,,,,,5.69%,,,,,5.69%,,,,5.68%,,,,,,,5.68%,5.68%,,,5.68%,5.68%,,,,5.68%,,,,,5.68%,5.68%,,,,,
gwen,3.46%,,,,,1.25%,,,,,,,,1.25%,,,,1.25%,,3.46%,,3.46%,,3.46%,1.25%,,3.46%,1.25%,1.25%,1.25%,,1.25%,3.46%,,,3.46%,3.46%,3.46%,3.46%,1.25%,,1.25%,3.46%,,3.46%,3.46%,1.25%,,1.25%,3.46%,3.46%,,,,,,1.25%,,,3.46%,1.25%,3.46%,1.25%,1.25%,3.46%,,3.46%,,1.25%,,1.25%,,,,,3.47%,,,,,3.47%,,1.25%,,3.47%,,,1.25%,,1.25%,1.25%,3.47%,,3.47%,1.25%,,,,3.47%,,1.24%,1.24%,,,3.47%,1.24%,3.47%,3.47%,,,1.24%,,,3.47%,1.24%,3.47%,1.24%,3.47%,3.47%,,1.24%,,,,,,,,,1.25%,,3.47%,,,1.25%,3.47%,,,1.25%,3.46%,,,,,,1.25%,1.25%,,,1.25%,1.25%,,,,1.25%,,,3.46%,,1.25%,1.25%,,,,,
hecarim,,,,,,4.29%,,,,,,,,4.29%,,,,4.29%,,,,,,,4.29%,,,4.29%,4.29%,4.29%,,4.29%,,,,,,,,4.29%,,,,,,,4.29%,,4.29%,,,,,,,,4.29%,,,,4.29%,,4.29%,4.29%,,,,,4.29%,,4.29%,,,,,,,,,,,,4.29%,,,,,4.29%,,4.29%,4.29%,,,,4.29%,,,,,,4.29%,4.29%,,,,4.29%,,,,,4.29%,,,,4.29%,,4.29%,,,,4.29%,,,,,,,,,4.29%,,,,,4.29%,,,,4.29%,,,,,,,4.29%,4.29%,,,4.29%,4.29%,,,,4.29%,,,,,4.29%,4.29%,,,,,
heimerdinger,0.99%,,,,,,,,,,,,,,,,,,,0.99%,,0.99%,,0.99%,,,0.99%,,,,,,0.99%,,,0.99%,0.99%,0.99%,0.99%,,0.99%,,,,0.99%,0.99%,,,,0.99%,0.99%,,,,,,,,,0.99%,,0.99%,,,0.99%,,0.99%,,,,,,,,,0.99%,,,,,0.99%,,,,0.99%,,,,,,,0.99%,,0.99%,,,,,0.99%,,,,,,0.99%,,0.99%,0.99%,,,,,,0.99%,,0.99%,,0.99%,0.99%,,,,,,,,,,,,,0.99%,,,,0.99%,,,,0.99%,,,,,,,,,,,,,,,,,,0.99%,,,,,,,,
hwei,,5.57%,5.57%,5.57%,0.76%,,5.57%,5.57%,0.91%,0.91%,5.57%,5.57%,0.76%,,0.76%,0.76%,0.76%,,0.91%,,5.57%,,0.91%,,,0.91%,,,,,0.91%,,,5.57%,5.57%,,,,,,,,,,,,,0.76%,,,,0.91%,0.91%,0.91%,0.91%,0.76%,,5.58%,5.58%,,,,,,,0.91%,,5.58%,,0.76%,,5.58%,0.92%,0.76%,0.76%,,5.58%,0.76%,0.76%,0.92%,,0.76%,,0.76%,,0.76%,0.76%,,0.92%,,,,5.58%,,,0.76%,0.76%,5.58%,,0.76%,,,0.76%,0.76%,,,,,5.58%,0.92%,,0.92%,0.76%,,,,,,,0.92%,,0.92%,0.76%,0.76%,0.76%,5.58%,5.58%,0.76%,5.58%,,0.76%,,0.76%,0.92%,,,5.58%,0.92%,,,0.92%,0.92%,5.57%,0.76%,5.57%,,,5.57%,5.57%,,,,0.92%,5.57%,,5.57%,5.57%,,0.76%,,,0.92%,0.92%,0.76%,5.57%,0.76%
illaoi,1.69%,,,,,,,,,,,,,,,,,,,1.69%,,1.69%,,1.69%,,,1.69%,,,,,,1.69%,,,1.69%,1.69%,1.69%,1.69%,,1.69%,,1.69%,,,1.69%,,,,1.69%,1.69%,,,,,,,,,1.69%,,1.69%,,,1.69%,,1.69%,,,,,,,,,1.69%,,,,,1.69%,,,,1.69%,,,,,,,1.69%,,1.69%,,,,,1.69%,,,,,,1.69%,,1.69%,1.69%,,,,,,1.69%,,1.69%,,1.69%,1.69%,,,,,,,,,,,,,1.69%,,,,1.69%,,,,1.69%,,,,,,,,,,,,,,,,,,1.69%,,,,,,,,
irelia,4.46%,2.65%,2.65%,2.65%,,,2.65%,2.65%,,,2.65%,2.65%,,,,,,,,4.46%,2.65%,4.46%,,4.46%,,,4.45%,,,,,,4.45%,2.64%,2.64%,4.45%,4.45%,4.45%,4.45%,,4.45%,,4.45%,2.64%,4.45%,,,,,4.45%,4.45%,,,,,,,2.64%,2.64%,4.45%,,4.45%,,,4.45%,,4.45%,2.64%,,,,2.64%,,,,4.45%,2.64%,,,,4.45%,,,,4.45%,,,,,,,4.45%,2.64%,4.45%,,,,2.64%,4.45%,,,,,,4.45%,,4.45%,4.45%,2.64%,,,,,4.45%,,4.45%,,4.45%,4.45%,,,,,,,2.63%,2.63%,,2.63%,,,4.44%,,,,4.44%,2.64%,,,4.44%,,,2.64%,,2.64%,,,2.64%,2.64%,,,,,2.64%,,2.64%,2.64%,4.44%,,,,,,,2.64%,
ivern,,,,,,1.45%,,,,,,,,1.45%,,,,1.45%,,,,,,,1.45%,,,1.45%,1.45%,1.45%,,1.45%,,,,,,,,1.45%,,1.45%,,,,,,,1.45%,,,,,,,,1.45%,,,,1.45%,,1.45%,1.45%,,,,,1.45%,,1.45%,,,,,,,,,,,,1.45%,,,,,1.45%,,1.45%,1.45%,,,,1.45%,,,,,,1.45%,1.45%,,,,1.45%,,,,,1.45%,,,,1.45%,,1.45%,,,,1.45%,,,,,,,,,1.45%,,,,,1.45%,,,,1.46%,,,,,,,1.46%,1.46%,,,1.46%,1.46%,,,,1.47%,,,,,1.47%,1.47%,,,,,
janna,,,,,4.89%,,,,,,,,4.89%,,4.89%,4.89%,4.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.90%,,,,,,,,,,,,,,4.90%,,,,4.91%,4.91%,,,4.91%,4.91%,,,4.91%,,4.91%,,4.91%,4.91%,,,,,,,,,4.91%,4.92%,,,4.92%,,,4.92%,4.92%,,,,,,,,,4.92%,,,,,,,,,,4.92%,4.92%,4.92%,,,4.92%,,,4.92%,,4.92%,,,,,,,,,,,4.94%,,,,,,,,,,,,,,,4.95%,,,,,4.95%,,4.94%
jarvaniv,,,,,,7.13%,,,,,,,,7.13%,,,,7.13%,,,,,,,7.13%,,,7.13%,7.13%,7.13%,,7.13%,,,,,,,,7.13%,,7.13%,,,,,7.13%,,,,,,,,,,7.14%,,,,7.14%,,7.14%,7.14%,,,,,7.14%,,7.14%,,,,,,,,,,,,7.16%,,,,,7.16%,,7.16%,7.16%,,,,7.16%,,,,,,7.17%,7.17%,,,,7.17%,,,,,7.17%,,,,7.17%,,7.17%,,,,7.17%,,,,,,,,,7.17%,,,,,7.17%,,,,7.18%,,,,,,,7.18%,7.18%,,,7.18%,7.18%,,,,7.17%,,,,,7.17%,7.17%,,,,,
jax,6.91%,,,,,1.59%,,,,,,,,1.59%,,,,1.59%,,6.91%,,6.91%,,6.91%,1.59%,,6.90%,1.59%,1.59%,1.59%,,1.59%,6.90%,,,6.90%,6.90%,6.90%,6.90%,1.59%,6.90%,1.59%,6.90%,,6.90%,6.90%,1.59%,,1.59%,,6.90%,,,,,,1.59%,,,6.90%,1.59%,6.90%,1.59%,1.59%,6.90%,,6.90%,,1.59%,,1.59%,,,,,6.89%,,,,,6.89%,,1.59%,,6.89%,,,1.59%,,1.59%,1.59%,6.89%,,6.89%,1.59%,,,,6.89%,,1.59%,1.59%,,,6.89%,1.59%,6.89%,6.89%,,,1.59%,,,6.89%,1.59%,6.89%,1.59%,6.89%,6.89%,,1.59%,,,,,,,,,1.59%,,6.88%,,,1.59%,6.88%,,,1.59%,6.88%,,,,,,1.59%,1.59%,,,1.59%,1.59%,,,,1.59%,,,6.88%,,1.59%,1.59%,,,,,
jayce,5.02%,0.93%,0.93%,0.93%,,,0.93%,0.93%,,,0.93%,0.93%,,,,,,,,5.02%,0.93%,5.02%,,5.02%,,,5.02%,,,,,,5.02%,0.93%,0.93%,5.02%,5.02%,5.02%,5.02%,,5.02%,,5.02%,0.93%,5.02%,5.02%,,,,5.01%,,,,,,,,0.93%,0.93%,5.01%,,5.01%,,,5.01%,,5.01%,0.93%,,,,0.93%,,,,5.00%,0.93%,,,,5.00%,,,,5.00%,,,,,,,5.00%,0.93%,5.00%,,,,0.93%,4.99%,,,,,,4.99%,,4.99%,4.99%,0.93%,,,,,4.99%,,4.99%,,4.99%,4.99%,,,,,,,0.93%,0.93%,,0.93%,,,4.98%,,,,4.98%,0.92%,,,4.96%,,,0.92%,,0.92%,,,0.92%,0.92%,,,,,0.93%,,0.93%,0.93%,4.95%,,,,,,,0.93%,
jhin,,,,,,,,,14.90%,14.90%,,,,,,,,,14.90%,,,,14.90%,,,14.90%,,,,,14.90%,,,,,,,,,,,,,,,,,,,,,,14.91%,14.91%,14.91%,,,,,,,,,,,14.91%,,,,,,,14.91%,,,,,,,14.91%,,,,,,,,,14.91%,,,,,,,,,,,,,,,,,,,,,14.91%,,14.91%,,,,,,,,14.91%,,14.91%,,,,,,,,,,,,14.91%,,,,14.91%,,,14.91%,14.91%,,,,,,,,,,,14.91%,,,,,,,,,14.91%,14.91%,,,
jinx,,,,,,,,,12.16%,12.16%,,,,,,,,,12.16%,,,,12.16%,,,12.17%,,,,,12.17%,,,,,,,,,,,,,,,,,,,,,12.18%,,12.18%,12.18%,,,,,,,,,,,12.18%,,,,,,,12.19%,,,,,,,12.19%,,,,,,,,,12.19%,,,,,,,,,,,,,,,,,,,,,12.20%,,12.20%,,,,,,,,12.20%,,12.21%,,,,,,,,,,,,12.21%,,,,12.23%,,,12.23%,12.23%,,,,,,,,,,,12.23%,,,,,,,,,12.23%,12.23%,,,
kaisa,,,,,,,,,18.37%,18.37%,,,,,,,,,18.37%,,,,18.37%,,,18.36%,,,,,18.36%,,,,,,,,,,,,,,,,,,,,,18.35%,18.35%,,18.35%,,,,,,,,,,,18.35%,,,,,,,18.33%,,,,,,,18.33%,,,,,,,,,18.33%,,,,,,,,,,,,,,,,,,,,,18.31%,,18.31%,,,,,,,,18.31%,,18.30%,,,,,,,,,,,,18.30%,,,,18.29%,,,18.29%,18.29%,,,,,,,,,,,18.29%,,,,,,,,,18.29%,18.29%,,,
kalista,,,,,,,,,1.23%,1.23%,,,,,,,,,1.23%,,,,1.23%,,,1.23%,,,,,1.23%,,,,,,,,,,,,,,,,,,,,,1.23%,1.23%,1.23%,,,,,,,,,,,,1.23%,,,,,,,1.23%,,,,,,,1.23%,,,,,,,,,1.23%,,,,,,,,,,,,,,,,,,,,,1.22%,,1.22%,,,,,,,,1.22%,,1.22%,,,,,,,,,,,,1.22%,,,,1.23%,,,1.23%,1.23%,,,,,,,,,,,1.23%,,,,,,,,,1.23%,1.23%,,,
karma,,,,,9.39%,,,,,,,,9.39%,,9.39%,9.39%,9.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.39%,,,,,,,,,,,,,,,,,,,,,,9.40%,,,,9.39%,9.39%,,,9.39%,9.39%,,,9.39%,,9.39%,,9.39%,9.39%,,,,,,,,,9.39%,9.39%,,,9.39%,,,9.39%,9.39%,,,,,,,,,9.39%,,,,,,,,,,9.39%,9.39%,9.39%,,,9.39%,,,9.39%,,9.39%,,,,,,,,,,,9.40%,,,,,,,,,,,,,,,9.40%,,,,,9.40%,,9.40%
karthus,,,,,,1.78%,,,,,,,,1.78%,,,,1.78%,,,,,,,1.78%,,,1.78%,1.78%,1.78%,,1.78%,,,,,,,,1.78%,,1.78%,,,,,1.78%,,1.78%,,,,,,,,,,,,1.78%,,1.78%,1.78%,,,,,1.78%,,1.78%,,,,,,,,,,,,1.78%,,,,,1.78%,,1.78%,1.78%,,,,1.78%,,,,,,1.78%,1.78%,,,,1.78%,,,,,1.78%,,,,1.78%,,1.78%,,,,1.78%,,,,,,,,,1.78%,,,,,1.78%,,,,1.78%,,,,,,,1.78%,1.78%,,,1.78%,1.78%,,,,1.78%,,,,,1.78%,1.78%,,,,,
kassadin,,2.48%,2.48%,2.48%,,,2.48%,2.48%,,,2.48%,2.48%,,,,,,,,,2.48%,,,,,,,,,,,,,2.48%,2.48%,,,,,,,,,2.48%,,,,,,,,,,,,,,,2.48%,,,,,,,,,2.48%,,,,2.48%,,,,,2.48%,,,,,,,,,,,,,,,,2.48%,,,,,2.49%,,,,,,,,,,,2.49%,,,,,,,,,,,,,,,,,2.49%,2.49%,,2.49%,,,,,,,,2.50%,,,,,,2.49%,,2.49%,,,2.49%,2.49%,,,,,2.49%,,2.49%,2.49%,,,,,,,,2.49%,
katarina,,5.88%,5.88%,5.88%,,,5.88%,5.88%,,,5.88%,5.88%,,,,,,,,,5.88%,,,,,,,,,,,,,5.89%,5.89%,,,,,,,,,5.89%,,,,,,,,,,,,,,5.89%,,,,,,,,,,5.89%,,,,5.89%,,,,,5.90%,,,,,,,,,,,,,,,,5.90%,,,,,5.90%,,,,,,,,,,,5.90%,,,,,,,,,,,,,,,,,5.91%,5.91%,,5.91%,,,,,,,,5.92%,,,,,,5.92%,,5.92%,,,5.92%,5.92%,,,,,5.92%,,5.92%,5.92%,,,,,,,,5.92%,
kayle,3.66%,1.62%,1.62%,1.62%,,,1.62%,1.62%,,,1.62%,1.62%,,,,,,,,3.66%,1.62%,3.66%,,3.66%,,,3.67%,,,,,,3.67%,1.62%,1.62%,3.67%,3.67%,3.67%,3.67%,,3.67%,,3.67%,1.62%,3.67%,3.67%,,,,3.67%,3.67%,,,,,,,1.62%,1.62%,,,3.67%,,,3.67%,,3.67%,1.62%,,,,1.62%,,,,3.67%,1.62%,,,,3.67%,,,,3.67%,,,,,,,3.67%,1.62%,3.67%,,,,1.63%,3.68%,,,,,,3.68%,,3.68%,3.68%,1.63%,,,,,3.68%,,3.68%,,3.68%,3.68%,,,,,,,1.63%,1.63%,,1.63%,,,3.68%,,,,3.68%,1.64%,,,3.68%,,,1.64%,,1.64%,,,1.64%,1.64%,,,,,1.64%,,1.64%,1.64%,3.68%,,,,,,,1.64%,
kayn,,,,,,7.01%,,,,,,,,7.01%,,,,7.01%,,,,,,,7.02%,,,7.02%,7.02%,7.02%,,7.02%,,,,,,,,7.02%,,7.02%,,,,,7.02%,,7.02%,,,,,,,,7.02%,,,,,,7.02%,7.02%,,,,,7.02%,,7.02%,,,,,,,,,,,,7.03%,,,,,7.03%,,7.03%,7.03%,,,,7.03%,,,,,,7.04%,7.04%,,,,7.04%,,,,,7.04%,,,,7.04%,,7.04%,,,,7.05%,,,,,,,,,7.05%,,,,,7.05%,,,,7.08%,,,,,,,7.09%,7.09%,,,7.09%,7.09%,,,,7.10%,,,,,7.10%,7.10%,,,,,
kennen,2.32%,1.03%,1.03%,1.03%,,,1.03%,1.03%,,,1.03%,1.03%,,,,,,,,2.32%,1.03%,2.32%,,2.32%,,,2.32%,,,,,,2.32%,1.03%,1.03%,2.32%,2.32%,2.32%,2.32%,,2.32%,,2.32%,1.03%,2.32%,2.32%,,,,2.32%,2.32%,,,,,,,1.03%,1.03%,2.32%,,,,,2.32%,,2.32%,1.03%,,,,1.03%,,,,2.32%,1.03%,,,,2.32%,,,,2.32%,,,,,,,2.32%,1.03%,2.32%,,,,1.04%,2.32%,,,,,,2.32%,,2.32%,2.32%,1.04%,,,,,2.32%,,2.32%,,2.32%,2.32%,,,,,,,1.03%,1.03%,,1.03%,,,2.32%,,,,2.32%,1.03%,,,2.31%,,,1.03%,,1.03%,,,1.03%,1.03%,,,,,1.03%,,1.03%,1.03%,2.31%,,,,,,,1.03%,
khazix,,,,,,7.32%,,,,,,,,7.32%,,,,7.32%,,,,,,,7.33%,,,7.33%,7.33%,7.33%,,7.33%,,,,,,,,7.33%,,7.33%,,,,,7.33%,,7.33%,,,,,,,,7.33%,,,,7.33%,,,7.33%,,,,,7.33%,,7.33%,,,,,,,,,,,,7.34%,,,,,7.34%,,7.34%,7.34%,,,,7.34%,,,,,,7.35%,7.35%,,,,7.35%,,,,,7.35%,,,,7.35%,,7.35%,,,,7.35%,,,,,,,,,7.35%,,,,,7.35%,,,,7.35%,,,,,,,7.34%,7.34%,,,7.34%,7.34%,,,,7.35%,,,,,7.35%,7.35%,,,,,
kindred,,,,,,3.62%,,,,,,,,3.62%,,,,3.62%,,,,,,,3.62%,,,3.62%,3.62%,3.62%,,3.62%,,,,,,,,3.62%,,3.62%,,,,,3.62%,,3.62%,,,,,,,,3.62%,,,,3.62%,,3.62%,,,,,,3.62%,,3.62%,,,,,,,,,,,,3.62%,,,,,3.62%,,3.62%,3.62%,,,,3.62%,,,,,,3.61%,3.61%,,,,3.61%,,,,,3.61%,,,,3.61%,,3.61%,,,,3.61%,,,,,,,,,3.61%,,,,,3.61%,,,,3.61%,,,,,,,3.61%,3.61%,,,3.61%,3.61%,,,,3.61%,,,,,3.61%,3.61%,,,,,
kled,1.49%,,,,,,,,,,,,,,,,,,,1.49%,,1.49%,,1.49%,,,1.49%,,,,,,1.49%,,,1.49%,1.49%,1.49%,1.49%,,1.49%,,1.49%,,1.49%,1.49%,,,,1.49%,1.49%,,,,,,,,,1.49%,,1.49%,,,,,1.49%,,,,,,,,,1.49%,,,,,1.49%,,,,1.49%,,,,,,,1.49%,,1.49%,,,,,1.49%,,,,,,1.49%,,1.49%,1.49%,,,,,,1.49%,,1.49%,,1.49%,1.49%,,,,,,,,,,,,,1.49%,,,,1.49%,,,,1.49%,,,,,,,,,,,,,,,,,,1.49%,,,,,,,,
kogmaw,,,,,,,,,1.76%,1.76%,,,,,,,,,1.76%,,,,1.76%,,,1.76%,,,,,1.76%,,,,,,,,,,,,,,,,,,,,,1.76%,1.76%,1.76%,1.76%,,,,,,,,,,,,,,,,,,1.76%,,,,,,,1.76%,,,,,,,,,1.76%,,,,,,,,,,,,,,,,,,,,,1.77%,,1.77%,,,,,,,,1.77%,,1.77%,,,,,,,,,,,,1.77%,,,,1.77%,,,1.77%,1.77%,,,,,,,,,,,1.77%,,,,,,,,,1.77%,1.77%,,,
ksante,4.37%,,,,,,,,,,,,,,,,,,,4.37%,,4.37%,,4.37%,,,4.36%,,,,,,4.36%,,,4.36%,4.36%,4.36%,4.36%,,4.36%,,4.36%,,4.36%,4.36%,,,,4.36%,4.36%,,,,,,,,,4.36%,,4.36%,,,4.36%,,,,,,,,,,,4.35%,,,,,4.35%,,,,4.35%,,,,,,,4.35%,,4.35%,,,,,4.35%,,,,,,4.35%,,4.35%,4.35%,,,,,,4.35%,,4.35%,,4.35%,4.35%,,,,,,,,,,,,,4.34%,,,,4.34%,,,,4.34%,,,,,,,,,,,,,,,,,,4.34%,,,,,,,,
leblanc,,5.24%,5.24%,5.24%,0.78%,,5.24%,5.24%,,,5.24%,5.24%,0.78%,,0.78%,0.78%,0.78%,,,,5.24%,,,,,,,,,,,,,5.23%,5.23%,,,,,,,,,5.23%,,,,0.78%,,,,,,,,0.77%,,5.23%,5.23%,,,,,,,,,,,0.77%,,5.23%,,0.77%,0.77%,,5.23%,0.77%,0.77%,,,0.77%,,0.77%,,0.77%,0.77%,,,,,,5.23%,,,0.77%,0.77%,5.23%,,0.77%,,,0.77%,0.77%,,,,,5.23%,,,,0.77%,,,,,,,,,,0.77%,0.77%,0.77%,5.23%,5.23%,0.77%,5.23%,,0.77%,,0.77%,,,,5.22%,,,,,,5.21%,0.76%,5.21%,,,5.21%,5.21%,,,,,5.21%,,5.21%,5.21%,,0.76%,,,,,0.76%,5.21%,0.76%
leesin,,,,,,16.54%,,,,,,,,16.54%,,,,16.54%,,,,,,,16.52%,,,16.52%,16.52%,16.52%,,16.52%,,,,,,,,16.52%,,16.52%,,,,,16.52%,,16.49%,,,,,,,,16.49%,,,,16.49%,,16.49%,16.49%,,,,,,,16.49%,,,,,,,,,,,,16.45%,,,,,16.45%,,16.45%,16.45%,,,,16.45%,,,,,,16.42%,16.42%,,,,16.42%,,,,,16.42%,,,,16.42%,,16.42%,,,,16.38%,,,,,,,,,16.38%,,,,,16.38%,,,,16.33%,,,,,,,16.31%,16.31%,,,16.31%,16.31%,,,,16.30%,,,,,16.30%,16.30%,,,,,
leona,,,,,5.79%,,,,,,,,5.79%,,5.79%,5.79%,5.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79%,,,,,,,,5.79%,,,,,,,,,,,,,,,,,,5.79%,5.79%,,,5.79%,5.79%,,,5.79%,,5.79%,,5.79%,5.79%,,,,,,,,,5.79%,5.78%,,,5.78%,,,5.78%,5.78%,,,,,,,,,5.78%,,,,,,,,,,5.78%,5.78%,5.78%,,,5.78%,,,5.78%,,5.78%,,,,,,,,,,,5.77%,,,,,,,,,,,,,,,5.77%,,,,,5.77%,,5.77%
lillia,,,,,,3.15%,,,,,,,,3.15%,,,,3.15%,,,,,,,3.15%,,,3.15%,3.15%,3.15%,,3.15%,,,,,,,,3.15%,,3.15%,,,,,3.15%,,3.14%,,,,,,,,3.14%,,,,3.14%,,3.14%,3.14%,,,,,3.14%,,,,,,,,,,,,,,3.14%,,,,,3.14%,,3.14%,3.14%,,,,3.14%,,,,,,3.14%,3.14%,,,,3.14%,,,,,3.14%,,,,3.14%,,3.14%,,,,3.14%,,,,,,,,,3.14%,,,,,3.14%,,,,3.13%,,,,,,,3.13%,3.13%,,,3.13%,3.13%,,,,3.13%,,,,,3.13%,3.13%,,,,,
