,aatrox,ahri,akali,akshan,alistar,amumu,anivia,annie,aphelios,ashe,aurelionsol,azir,bard,belveth,blitzcrank,brand,braum,briar,caitlyn,camille,cassiopeia,chogath,corki,darius,diana,draven,drmundo,ekko,elise,evelynn,ezreal,fiddlesticks,fiora,fizz,galio,gangplank,garen,gnar,gragas,graves,gwen,hecarim,heimerdinger,hwei,illaoi,irelia,ivern,janna,jarvaniv,jax,jayce,jhin,jinx,kaisa,kalista,karma,karthus,kassadin,katarina,kayle,kayn,kennen,khazix,kindred,kled,kogmaw,ksante,leblanc,leesin,leona,lillia,lissandra,lucian,lulu,lux,malphite,malzahar,maokai,milio,missfortune,mordekaiser,morgana,naafiri,nami,nasus,nautilus,neeko,nidalee,nilah,nocturne,nunu,olaf,orianna,ornn,pantheon,poppy,pyke,qiyana,quinn,rakan,rammus,reksai,rell,renata,renekton,rengar,riven,rumble,ryze,samira,sejuani,senna,seraphine,sett,shaco,shen,shyvana,singed,sion,sivir,skarner,smolder,sona,soraka,swain,sylas,syndra,tahmkench,taliyah,talon,taric,teemo,thresh,tristana,trundle,tryndamere,twistedfate,twitch,udyr,urgot,varus,vayne,veigar,velkoz,vex,vi,viego,viktor,vladimir,volibear,warwick,wukong,xayah,xerath,xinzhao,yasuo,yone,yorick,yuumi,zac,zed,zeri,ziggs,zilean,zoe,zyra
corki,,,,,,,,,0.52%,0.52%,,,,,,,,,0.52%,,,,,,,0.52%,,,,,0.52%,,,,,,,,,,,,,0.52%,,,,,,,,0.52%,0.52%,0.52%,0.52%,,,,,,,,,,,0.52%,,,,,,,0.52%,,,,,,,0.52%,,,,,,,,,0.52%,,,,,,,,,,,,,,,,,,,,,0.52%,,0.52%,0.52%,,,,,,,0.52%,,0.52%,,,0.52%,,,,,,,,,0.52%,,,,0.52%,,,0.52%,0.52%,,,,,,,,,,0.52%,0.52%,,,0.52%,,,,,,0.52%,0.52%,,,
darius,13.68%,,13.68%,,,,,,,,,,,,,,,,,13.68%,13.68%,13.68%,,,,,13.68%,,,,,,13.68%,,13.68%,13.68%,13.68%,13.68%,13.68%,,13.68%,,13.68%,,13.68%,13.68%,,,,13.68%,13.68%,,,,,,,,,13.68%,,13.68%,,,13.68%,,13.68%,,,,,,,,,13.68%,,,,,13.68%,,,,13.68%,,,,,,,13.68%,,13.68%,13.68%,13.68%,,,13.68%,,,,,,13.68%,,13.68%,13.68%,13.68%,,,,,13.68%,,13.68%,,13.68%,13.68%,,,,,,,13.68%,,13.68%,,,,13.68%,,,13.68%,13.68%,,,13.68%,13.68%,13.68%,13.68%,,,,,,,13.68%,13.68%,13.68%,13.68%,,,,13.68%,13.68%,13.68%,,13.68%,,,,,,
diana,,,,,,6.00%,,,,,,,,6.00%,,,,6.00%,,,,,,,,,6.00%,6.00%,6.00%,6.00%,,6.00%,,,,,,,6.00%,6.00%,6.00%,6.00%,,,,,6.00%,,6.00%,6.00%,,,,,,,6.00%,,,,6.00%,,6.00%,6.00%,,,,,6.00%,,6.00%,,,,,,,,,,,,6.00%,,,,,6.00%,,6.00%,6.00%,,,,6.00%,6.00%,,6.00%,,,6.00%,6.00%,,,,6.00%,,,,,6.00%,,,,6.00%,,6.00%,,,,6.00%,,,,,,,,6.00%,6.00%,,,,,6.00%,,,,6.00%,,,,,,,6.00%,6.00%,,,6.00%,6.00%,6.00%,,,6.00%,,,,,6.00%,6.00%,,,,,6.00%
draven,,,,,,,,,18.96%,18.96%,,,,,,,,,18.96%,,,,18.96%,,,,,,,,18.96%,,,,,,,,,,,,,18.96%,,,,,,,,18.96%,18.96%,18.96%,18.96%,,,,,,,,,,,18.96%,,,,,,,18.96%,,,,,,,18.96%,,,,,,,,,18.96%,,,,,,,,,,,,,,,,,,,,,18.96%,,18.96%,18.96%,,,,,,,18.96%,,18.96%,,,18.96%,,,,,,,,,18.96%,,,,18.96%,,,18.96%,18.96%,,,,,,,,,,18.96%,18.96%,,,18.96%,,,,,,18.96%,18.96%,,,
drmundo,15.55%,,15.55%,,,,,,,,,,,,,,,,,15.55%,15.55%,15.55%,,15.55%,,,,,,,,,15.55%,,15.55%,15.55%,15.55%,15.55%,15.55%,,15.55%,,15.55%,,15.55%,15.55%,,,,15.55%,15.55%,,,,,,,,,15.55%,,15.55%,,,15.55%,,15.55%,,,,,,,,,15.55%,,,,,15.55%,,,,15.55%,,,,,,,15.55%,,15.55%,15.55%,15.55%,,,15.55%,,,,,,15.55%,,15.55%,15.55%,15.55%,,,,,15.55%,,15.55%,,15.55%,15.55%,,,,,,,15.55%,,15.55%,,,,15.55%,,,15.55%,15.55%,,,15.55%,15.55%,15.55%,15.55%,,,,,,,15.55%,15.55%,15.55%,15.55%,,,,15.55%,15.55%,15.55%,,15.55%,,,,,,
ekko,,,,,,4.77%,,,,,,,,4.77%,,,,4.77%,,,,,,,4.77%,,4.77%,,4.77%,4.77%,,4.77%,,,,,,,4.77%,4.77%,4.77%,4.77%,,,,,4.77%,,4.77%,4.77%,,,,,,,4.77%,,,,4.77%,,4.77%,4.77%,,,,,4.77%,,4.77%,,,,,,,,,,,,4.77%,,,,,4.77%,,4.77%,4.77%,,,,4.77%,4.77%,,4.77%,,,4.77%,4.77%,,,,4.77%,,,,,4.77%,,,,4.77%,,4.77%,,,,4.77%,,,,,,,,4.77%,4.77%,,,,,4.77%,,,,4.77%,,,,,,,4.77%,4.77%,,,4.77%,4.77%,4.77%,,,4.77%,,,,,4.77%,4.77%,,,,,4.77%
elise,,,,,,5.61%,,,,,,,,5.61%,,,,5.61%,,,,,,,5.61%,,5.61%,5.61%,,5.61%,,5.61%,,,,,,,5.61%,5.61%,5.61%,5.61%,,,,,5.61%,,5.61%,5.61%,,,,,,,5.61%,,,,5.61%,,5.61%,5.61%,,,,,5.61%,,5.61%,,,,,,,,,,,,5.61%,,,,,5.61%,,5.61%,5.61%,,,,5.61%,5.61%,,5.61%,,,5.61%,5.61%,,,,5.61%,,,,,5.61%,,,,5.61%,,5.61%,,,,5.61%,,,,,,,,5.61%,5.61%,,,,,5.61%,,,,5.61%,,,,,,,5.61%,5.61%,,,5.61%,5.61%,5.61%,,,5.61%,,,,,5.61%,5.61%,,,,,5.61%
evelynn,,,,,,3.73%,,,,,,,,3.73%,,,,3.73%,,,,,,,3.73%,,3.73%,3.73%,3.73%,,,3.73%,,,,,,,3.73%,3.73%,3.73%,3.73%,,,,,3.73%,,3.73%,3.73%,,,,,,,3.73%,,,,3.73%,,3.73%,3.73%,,,,,3.73%,,3.73%,,,,,,,,,,,,3.73%,,,,,3.73%,,3.73%,3.73%,,,,3.73%,3.73%,,3.73%,,,3.73%,3.73%,,,,3.73%,,,,,3.73%,,,,3.73%,,3.73%,,,,3.73%,,,,,,,,3.73%,3.73%,,,,,3.73%,,,,3.73%,,,,,,,3.73%,3.73%,,,3.73%,3.73%,3.73%,,,3.73%,,,,,3.73%,3.73%,,,,,3.73%
ezreal,,,,,,,,,4.99%,4.99%,,,,,,,,,4.99%,,,,4.99%,,,4.99%,,,,,,,,,,,,,,,,,,4.99%,,,,,,,,4.99%,4.99%,4.99%,4.99%,,,,,,,,,,,4.99%,,,,,,,4.99%,,,,,,,4.99%,,,,,,,,,4.99%,,,,,,,,,,,,,,,,,,,,,4.99%,,4.99%,4.99%,,,,,,,4.99%,,4.99%,,,4.99%,,,,,,,,,4.99%,,,,4.99%,,,4.99%,4.99%,,,,,,,,,,4.99%,4.99%,,,4.99%,,,,,,4.99%,4.99%,,,
fiddlesticks,,,,,,3.27%,,,,,,,,3.27%,,,,3.27%,,,,,,,3.27%,,3.27%,3.27%,3.27%,3.27%,,,,,,,,,3.27%,3.27%,3.27%,3.27%,,,,,3.27%,,3.27%,3.27%,,,,,,,3.27%,,,,3.27%,,3.27%,3.27%,,,,,3.27%,,3.27%,,,,,,,,,,,,3.27%,,,,,3.27%,,3.27%,3.27%,,,,3.27%,3.27%,,3.27%,,,3.27%,3.27%,,,,3.27%,,,,,3.27%,,,,3.27%,,3.27%,,,,3.27%,,,,,,,,3.27%,3.27%,,,,,3.27%,,,,3.27%,,,,,,,3.27%,3.27%,,,3.27%,3.27%,3.27%,,,3.27%,,,,,3.27%,3.27%,,,,,3.27%
fiora,6.91%,,6.91%,,,,,,,,,,,,,,,,,6.91%,6.91%,6.91%,,6.91%,,,6.91%,,,,,,,,6.91%,6.91%,6.91%,6.91%,6.91%,,6.91%,,6.91%,,6.91%,6.91%,,,,6.91%,6.91%,,,,,,,,,6.91%,,6.91%,,,6.91%,,6.91%,,,,,,,,,6.91%,,,,,6.91%,,,,6.91%,,,,,,,6.91%,,6.91%,6.91%,6.91%,,,6.91%,,,,,,6.91%,,6.91%,6.91%,6.91%,,,,,6.91%,,6.91%,,6.91%,6.91%,,,,,,,6.91%,,6.91%,,,,6.91%,,,6.91%,6.91%,,,6.91%,6.91%,6.91%,6.91%,,,,,,,6.91%,6.91%,6.91%,6.91%,,,,6.91%,6.91%,6.91%,,6.91%,,,,,,
