,aatrox,ahri,akali,akshan,alistar,amumu,anivia,annie,aphelios,ashe,aurelionsol,azir,bard,belveth,blitzcrank,brand,braum,briar,caitlyn,camille,cassiopeia,chogath,corki,darius,diana,draven,drmundo,ekko,elise,evelynn,ezreal,fiddlesticks,fiora,fizz,galio,gangplank,garen,gnar,gragas,graves,gwen,hecarim,heimerdinger,hwei,illaoi,irelia,ivern,janna,jarvaniv,jax,jayce,jhin,jinx,kaisa,kalista,karma,karthus,kassadin,katarina,kayle,kayn,kennen,khazix,kindred,kled,kogmaw,ksante,leblanc,leesin,leona,lillia,lissandra,lucian,lulu,lux,malphite,malzahar,maokai,milio,missfortune,mordekaiser,morgana,naafiri,nami,nasus,nautilus,neeko,nidalee,nilah,nocturne,nunu,olaf,orianna,ornn,pantheon,poppy,pyke,qiyana,quinn,rakan,rammus,reksai,rell,renata,renekton,rengar,riven,rumble,ryze,samira,sejuani,senna,seraphine,sett,shaco,shen,shyvana,singed,sion,sivir,skarner,smolder,sona,soraka,swain,sylas,syndra,tahmkench,taliyah,talon,taric,teemo,thresh,tristana,trundle,tryndamere,twistedfate,twitch,udyr,urgot,varus,vayne,veigar,velkoz,vex,vi,viego,viktor,vladimir,volibear,warwick,wukong,xayah,xerath,xinzhao,yasuo,yone,yorick,yuumi,zac,zed,zeri,ziggs,zilean,zoe,zyra
cassiopeia,20763.0,22819.0,25697.0,27220.0,,,20034.0,24205.0,,,29337.0,26399.0,,,,,,,,21255.0,,20037.0,,18850.0,,,23254.0,,,,,,22997.0,21227.0,18297.0,22818.0,19495.0,19386.0,19940.0,,22012.0,,28939.0,29579.0,23383.0,22167.0,,,,17287.0,24230.0,,,,,,,23211.0,25581.0,18089.0,,25783.0,,,22521.0,,17534.0,25279.0,,,,21422.0,,,,18046.0,25275.0,,,,21346.0,,,,18451.0,,,,,,,22567.0,24214.0,17854.0,,,,23607.0,26001.0,,,,,,20204.0,,19189.0,25981.0,23032.0,,,,,23937.0,,15972.0,,16763.0,20022.0,,,,,,,23090.0,25515.0,,28822.0,,,21681.0,,,,16992.0,20126.0,,,21712.0,,,25972.0,,27510.0,,,27916.0,26357.0,,,,,30238.0,,24191.0,25111.0,21518.0,,,,,,,25394.0,
chogath,29180.0,26836.0,27586.0,26877.0,,,24808.0,29613.0,,,28905.0,29606.0,,,,,,,,28726.0,25605.0,,,23683.0,,,35149.0,,,,,,27841.0,21440.0,25340.0,29940.0,25433.0,28373.0,26404.0,,29940.0,,33901.0,31277.0,32551.0,24993.0,,,,24286.0,29082.0,,,,,,,19749.0,26692.0,25910.0,,28145.0,,,27134.0,,26326.0,29581.0,,,,25032.0,,,,23712.0,29709.0,,,,30643.0,,,,21652.0,,,,,,,28331.0,26205.0,27445.0,,,,23301.0,30844.0,,,,,,25294.0,,24158.0,31646.0,24602.0,,,,,30519.0,,24352.0,,26072.0,27344.0,,,,,,,25367.0,28699.0,,24078.0,,,32475.0,,,,22890.0,21981.0,,,28198.0,,,24719.0,,27211.0,,,30637.0,30448.0,,,,,31471.0,,26024.0,23735.0,29016.0,,,,,,,27912.0,
corki,,21628.0,24871.0,23512.0,,,23940.0,23253.0,24545.0,21915.0,25724.0,25714.0,,,,,,,24350.0,,23604.0,,,,,23907.0,,,,,26992.0,,,21956.0,16860.0,,,,,,,,,25335.0,,,,,,,,22152.0,23902.0,24005.0,21309.0,,,22868.0,27855.0,,,,,,,35448.0,,23921.0,,,,23087.0,25105.0,,,,22790.0,,,24834.0,,,,,,,,,22783.0,,,,21483.0,,,,,23230.0,,,,,,,,,,,23999.0,24837.0,,22079.0,,,,,,,,25725.0,,27873.0,,,,23069.0,24309.0,,24865.0,,,,,22505.0,,,18861.0,26754.0,,,24626.0,23922.0,22439.0,,24343.0,,,25603.0,24785.0,,,,23852.0,28250.0,,21690.0,23195.0,,,,,26532.0,25519.0,,23931.0,
darius,22112.0,,,,,,,,,,,,,,,,,,,21973.0,,21673.0,,,,,26149.0,,,,,,21821.0,,,26614.0,19848.0,22507.0,22703.0,,22926.0,,29537.0,,26758.0,20973.0,,,,21568.0,24305.0,,,,,,,,,21572.0,,25529.0,,,23304.0,,18752.0,,,,,,,,,20891.0,,,,,23197.0,,,,18143.0,,,,,,,24418.0,,18514.0,,,,,28057.0,,,,,,20395.0,,21130.0,25501.0,,,,,,24938.0,,17506.0,,20992.0,20594.0,,,,,,,,,,,,,28997.0,,,,19311.0,,,,21924.0,,,,,,,,,,,,,,,,,,22492.0,,,,,,,,
diana,,20430.0,23934.0,24029.0,,17943.0,19656.0,22604.0,,,22341.0,22087.0,,17313.0,,,,24215.0,,,22681.0,,,,,,,21932.0,20129.0,23442.0,,21219.0,,21418.0,18209.0,,,,,21100.0,,20571.0,,23786.0,,,10474.0,,17724.0,,,,,,,,32191.0,22735.0,23431.0,,21462.0,,22519.0,22791.0,,,,22119.0,18708.0,,21878.0,20393.0,,,,,20682.0,,,,,,19481.0,,,,,19424.0,,19561.0,15838.0,,20263.0,,20409.0,,,23210.0,,,15047.0,16942.0,,,,22267.0,,,21882.0,,16800.0,,,,21115.0,,22411.0,,,,17483.0,,,,,21627.0,21845.0,,22207.0,21932.0,,,,,17783.0,,17530.0,,19159.0,,,,22557.0,,23644.0,17098.0,19715.0,24006.0,25251.0,19306.0,20412.0,,,23861.0,20439.0,21785.0,20333.0,,,18383.0,22025.0,,,,23358.0,
draven,,,,,,,,,25495.0,20833.0,,,,,,,,,22921.0,,,,25598.0,,,,,,,,26283.0,,,,,,,,,,,,,,,,,,,,,21894.0,22739.0,21849.0,18323.0,,,,,,,,,,,29602.0,,,,,,,23361.0,,,,,,,23148.0,,,,,,,,,21534.0,,,,,,,,,,,,,,,,,,,,,25576.0,,20300.0,,,,,,,,24081.0,,27379.0,,,,,,,,,,,,22653.0,,,,25883.0,,,22381.0,23139.0,,,,,,,,,,,23077.0,,,,,,,,,24604.0,24954.0,,,
drmundo,35792.0,,,,,18197.0,,,,,,,,21155.0,,,,24923.0,,33452.0,,31863.0,,26880.0,27009.0,,,24718.0,25061.0,25626.0,,25678.0,35593.0,,,36196.0,33424.0,36027.0,30293.0,27731.0,38397.0,23920.0,39674.0,,41883.0,33626.0,15755.0,,20180.0,31118.0,33548.0,,,,,,31657.0,,,34298.0,26771.0,30696.0,26101.0,28219.0,34998.0,,33455.0,,21589.0,,28863.0,,,,,26204.0,,,,,36156.0,,22039.0,,34096.0,,,23372.0,,22359.0,18083.0,35080.0,,29117.0,23832.0,,,,35401.0,,18315.0,20092.0,,,31733.0,24038.0,31384.0,36509.0,,,18007.0,,,36921.0,23182.0,31365.0,26790.0,29204.0,32041.0,,21968.0,,,,,,,,,25887.0,,38657.0,,,21155.0,32575.0,,,24389.0,34443.0,,,,,,18449.0,22036.0,,,22314.0,21474.0,,,,22672.0,,,35136.0,,20551.0,25175.0,,,,,
ekko,,22776.0,26808.0,26925.0,,17002.0,21320.0,24172.0,,,27489.0,24693.0,,17363.0,,,,23519.0,,,23012.0,,,,22251.0,,,,20812.0,23299.0,,21126.0,,23143.0,20288.0,,,,,23803.0,,20958.0,,25651.0,,,11530.0,,17928.0,,,,,,,,33867.0,23949.0,26326.0,,22380.0,,22983.0,23105.0,,,,26090.0,19374.0,,21693.0,23225.0,,,,,22963.0,,,,,,21378.0,,,,,20269.0,,19235.0,16327.0,,22282.0,,20247.0,,,26160.0,,,15113.0,18137.0,,,,22560.0,,,24324.0,,16366.0,,,,21930.0,,21058.0,,,,18630.0,,,,,24576.0,24119.0,,23344.0,23258.0,,,,,17943.0,,19968.0,,18916.0,,,,24348.0,,26258.0,16675.0,18959.0,26504.0,27451.0,18151.0,18071.0,,,26532.0,20023.0,24634.0,25549.0,,,18319.0,22808.0,,,,24813.0,
elise,,,,,,16281.0,,,,,,,,15363.0,,,,21714.0,,,,,,,21353.0,,,20502.0,,21759.0,,22288.0,,,,,,,,20886.0,,19776.0,,,,,10626.0,,16959.0,,,,,,,,30216.0,,,,21610.0,,20372.0,21004.0,,,,,16872.0,,20901.0,,,,,,,,,,,,19493.0,,,,,19259.0,,19011.0,15649.0,,,,18705.0,,,,,,16129.0,16149.0,,,,22379.0,,,,,17366.0,,,,21031.0,,20602.0,,,,18270.0,,,,,,,,,22494.0,,,,,15862.0,,,,17343.0,,,,,,,15727.0,17009.0,,,17410.0,16917.0,,,,19483.0,,,,,17395.0,20607.0,,,,,
evelynn,,,,,,16944.0,,,,,,,,15829.0,,,,22836.0,,,,,,,21922.0,,,21533.0,21788.0,,,20965.0,,,,,,,,22268.0,,20977.0,,,,,11762.0,,18032.0,,,,,,,,33302.0,,,,22003.0,,22342.0,23082.0,,,,,18653.0,,22085.0,,,,,,,,,,,,20072.0,,,,,20197.0,,18543.0,15877.0,,,,20494.0,,,,,,14845.0,16517.0,,,,22862.0,,,,,15754.0,,,,21079.0,,20386.0,,,,19657.0,,,,,,,,,23115.0,,,,,17028.0,,,,18414.0,,,,,,,17222.0,18614.0,,,17230.0,18594.0,,,,20080.0,,,,,18969.0,22695.0,,,,,
